,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
1032,58822,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-blame_not_my_lute-46-pauls_galiarde-0-29.mp3,46,Pauls Galiarde,Jacob Heringman,Blame Not My Lute,http://www.magnatune.com/artists/albums/heringman-blamenot/,0,29,http://he3.magnatune.com/all/46-Pauls%20Galiarde-Jacob%20Heringman.mp3
1037,58890,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-blame_not_my_lute-55-the_passemeze_pavin-30-59.mp3,55,The Passemeze Pavin,Jacob Heringman,Blame Not My Lute,http://www.magnatune.com/artists/albums/heringman-blamenot/,30,59,http://he3.magnatune.com/all/55-The%20Passemeze%20Pavin-Jacob%20Heringman.mp3
1038,58897,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-blame_not_my_lute-56-la_bressanina-30-59.mp3,56,La Bressanina,Jacob Heringman,Blame Not My Lute,http://www.magnatune.com/artists/albums/heringman-blamenot/,30,59,http://he3.magnatune.com/all/56-La%20Bressanina-Jacob%20Heringman.mp3
1043,11748,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-josquin_des_prez_lute_settings-03-bakfark__faulte_dargent-175-204.mp3,3,Bakfark _ Faulte d'argent,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,175,204,http://he3.magnatune.com/all/03-Bakfark%20_%20Faulte%20d'argent-Jacob%20Heringman.mp3
1046,26248,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-josquin_des_prez_lute_settings-06-capirola__qui_tollis_peccata_mundi-88-117.mp3,6,Capirola _ Qui tollis peccata mundi,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,88,117,http://he3.magnatune.com/all/06-Capirola%20_%20Qui%20tollis%20peccata%20mundi-Jacob%20Heringman.mp3
1051,49781,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-josquin_des_prez_lute_settings-13-de_fuenllana__christe-88-117.mp3,13,De Fuenllana _ Christe,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,88,117,http://he3.magnatune.com/all/13-De%20Fuenllana%20_%20Christe-Jacob%20Heringman.mp3
1052,51258,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-josquin_des_prez_lute_settings-14-de_fuenllana__postrero_kyrie-30-59.mp3,14,De Fuenllana _ Postrero kyrie,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,30,59,http://he3.magnatune.com/all/14-De%20Fuenllana%20_%20Postrero%20kyrie-Jacob%20Heringman.mp3
1053,52579,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-josquin_des_prez_lute_settings-15-de_navarez__mille_regretz-117-146.mp3,15,De Navarez _ Mille regretz,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,117,146,http://he3.magnatune.com/all/15-De%20Navarez%20_%20Mille%20regretz-Jacob%20Heringman.mp3
1057,55751,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-josquin_des_prez_lute_settings-19-gintzler__pater_noster-146-175.mp3,19,Gintzler _ Pater noster,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,146,175,http://he3.magnatune.com/all/19-Gintzler%20_%20Pater%20noster-Jacob%20Heringman.mp3
1088,14689,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-03-romance_triste_estava_muy_quexosa-204-233.mp3,3,Romance_ triste estava muy quexosa,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,204,233,http://he3.magnatune.com/all/03-Romance_%20triste%20estava%20muy%20quexosa-Jacob%20Heringman%20and%20Catherine%20King.mp3
1090,25302,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-05-villancico_levayme_amor_daquesta_terra-0-29.mp3,5,Villancico_ levayme amor d'aquesta terra,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,0,29,http://he3.magnatune.com/all/05-Villancico_%20levayme%20amor%20d'aquesta%20terra-Jacob%20Heringman%20and%20Catherine%20King.mp3
1091,27081,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-06-fantasia_6-59-88.mp3,6,Fantasia 6,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,59,88,http://he3.magnatune.com/all/06-Fantasia%206-Jacob%20Heringman%20and%20Catherine%20King.mp3
1093,35449,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-08-fantasia_25-204-233.mp3,8,Fantasia 25,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,204,233,http://he3.magnatune.com/all/08-Fantasia%2025-Jacob%20Heringman%20and%20Catherine%20King.mp3
1097,49888,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-13-fantasia_12-117-146.mp3,13,Fantasia 12,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,117,146,http://he3.magnatune.com/all/13-Fantasia%2012-Jacob%20Heringman%20and%20Catherine%20King.mp3
1130,42561,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/jade_leary-fossildawn-10-eventually-59-88.mp3,10,Eventually,Jade Leary,Fossildawn,http://www.magnatune.com/artists/albums/jade-fossildawn/,59,88,http://he3.magnatune.com/all/10-Eventually-Jade%20Leary.mp3
1230,31869,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/jami_sieber-hidden_sky-07-in_the_silence-59-88.mp3,7,In the Silence,Jami Sieber,Hidden Sky,http://www.magnatune.com/artists/albums/sieber-hidden/,59,88,http://he3.magnatune.com/all/07-In%20the%20Silence-Jami%20Sieber.mp3
1234,45114,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/jami_sieber-hidden_sky-11-arms_of_the_mother-117-146.mp3,11,Arms of the Mother,Jami Sieber,Hidden Sky,http://www.magnatune.com/artists/albums/sieber-hidden/,117,146,http://he3.magnatune.com/all/11-Arms%20of%20the%20Mother-Jami%20Sieber.mp3
1235,48640,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/jami_sieber-hidden_sky-12-prayer_2-117-146.mp3,12,Prayer 2,Jami Sieber,Hidden Sky,http://www.magnatune.com/artists/albums/sieber-hidden/,117,146,http://he3.magnatune.com/all/12-Prayer%202-Jami%20Sieber.mp3
1236,5045,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/jami_sieber-lush_mechanique-01-surrender-88-117.mp3,1,Surrender,Jami Sieber,Lush Mechanique,http://www.magnatune.com/artists/albums/sieber-lush/,88,117,http://he3.magnatune.com/all/01-Surrender-Jami%20Sieber.mp3
1238,11439,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/jami_sieber-lush_mechanique-03-all_she_can_carry-204-233.mp3,3,All She Can Carry,Jami Sieber,Lush Mechanique,http://www.magnatune.com/artists/albums/sieber-lush/,204,233,http://he3.magnatune.com/all/03-All%20She%20Can%20Carry-Jami%20Sieber.mp3
1243,37814,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/jami_sieber-lush_mechanique-08-the_darkening_ground-117-146.mp3,8,The Darkening Ground,Jami Sieber,Lush Mechanique,http://www.magnatune.com/artists/albums/sieber-lush/,117,146,http://he3.magnatune.com/all/08-The%20Darkening%20Ground-Jami%20Sieber.mp3
1247,12425,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/jami_sieber-second_sight-03-dancing_backwards-0-29.mp3,3,Dancing Backwards,Jami Sieber,Second Sight,http://www.magnatune.com/artists/albums/sieber-second/,0,29,http://he3.magnatune.com/all/03-Dancing%20Backwards-Jami%20Sieber.mp3
1276,3426,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/jan_hanford-24_preludes_for_solo_piano-01-prelude_no__1_in_f_minor-30-59.mp3,1,Prelude No. 1 in F Minor,Jan Hanford,24 Preludes for Solo Piano,http://www.magnatune.com/artists/albums/hanford-24preludes/,30,59,http://he3.magnatune.com/all/01-Prelude%20No.%201%20in%20F%20Minor-Jan%20Hanford.mp3
1300,14133,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/janine_johnson-chopin_recital-03-nocturne_op_72_no_1_posthumous_in_e_minor-88-117.mp3,3,Nocturne Op.72 no.1 (posthumous) in e minor,Janine Johnson,Chopin Recital,http://www.magnatune.com/artists/albums/jjohnson-chopin/,88,117,http://he3.magnatune.com/all/03-Nocturne%20Op.72%20no.1%20(posthumous)%20in%20e%20minor-Janine%20Johnson.mp3
1303,28508,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/janine_johnson-chopin_recital-06-prelude_op_28_no_15_in_db_major-117-146.mp3,6,Prelude Op.28 No.15 in Db major,Janine Johnson,Chopin Recital,http://www.magnatune.com/artists/albums/jjohnson-chopin/,117,146,http://he3.magnatune.com/all/06-Prelude%20Op.28%20No.15%20in%20Db%20major-Janine%20Johnson.mp3
1305,36896,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/janine_johnson-chopin_recital-08-polonaise_op_44_in_f_minor-320-349.mp3,8,Polonaise Op.44 in f minor,Janine Johnson,Chopin Recital,http://www.magnatune.com/artists/albums/jjohnson-chopin/,320,349,http://he3.magnatune.com/all/08-Polonaise%20Op.44%20in%20f%20minor-Janine%20Johnson.mp3
1307,43422,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/janine_johnson-chopin_recital-10-nocturne_op_32_no_2_in_ab_major-262-291.mp3,10,Nocturne Op.32 No.2 in Ab major,Janine Johnson,Chopin Recital,http://www.magnatune.com/artists/albums/jjohnson-chopin/,262,291,http://he3.magnatune.com/all/10-Nocturne%20Op.32%20No.2%20in%20Ab%20major-Janine%20Johnson.mp3
1384,49805,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/jeff_wahl-guitarscapes-13-discovery-88-117.mp3,13,Discovery,Jeff Wahl,Guitarscapes,http://www.magnatune.com/artists/albums/wahl-guitarscapes/,88,117,http://he3.magnatune.com/all/13-Discovery-Jeff%20Wahl.mp3
1388,56073,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/jeff_wahl-guitarscapes-19-train-30-59.mp3,19,Train,Jeff Wahl,Guitarscapes,http://www.magnatune.com/artists/albums/wahl-guitarscapes/,30,59,http://he3.magnatune.com/all/19-Train-Jeff%20Wahl.mp3
1401,42049,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/jeffrey_luck_lucas-what_we_whisper-10-angels_take_me-204-233.mp3,10,Angels Take Me,Jeffrey Luck Lucas,What We Whisper,http://www.magnatune.com/artists/albums/lucas-whisper/,204,233,http://he3.magnatune.com/all/10-Angels%20Take%20Me-Jeffrey%20Luck%20Lucas.mp3
1404,18652,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/jeni_melia-the_lost_art_of_wooing-04-mrs_nichols_almain_john_dowland-0-29.mp3,4,Mrs Nichols almain (John Dowland),Jeni Melia,The Lost Art of Wooing,http://www.magnatune.com/artists/albums/melia-wooing/,0,29,http://he3.magnatune.com/all/04-Mrs%20Nichols%20almain%20(John%20Dowland)-Jeni%20Melia.mp3
1405,25145,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/jeni_melia-the_lost_art_of_wooing-05-the_dark_is_my_delight_anon-0-29.mp3,5,The dark is my delight (Anon),Jeni Melia,The Lost Art of Wooing,http://www.magnatune.com/artists/albums/melia-wooing/,0,29,http://he3.magnatune.com/all/05-The%20dark%20is%20my%20delight%20(Anon)-Jeni%20Melia.mp3
1420,56455,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/jeni_melia-the_lost_art_of_wooing-20-the_countess_of_pembrokes_paradise_anthony_holborne-30-59.mp3,20,The Countess of Pembroke's Paradise (Anthony Holborne),Jeni Melia,The Lost Art of Wooing,http://www.magnatune.com/artists/albums/melia-wooing/,30,59,http://he3.magnatune.com/all/20-The%20Countess%20of%20Pembroke's%20Paradise%20(Anthony%20Holborne)-Jeni%20Melia.mp3
1422,57033,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/jeni_melia-the_lost_art_of_wooing-22-mad_bess_henry_purcell-59-88.mp3,22,Mad Bess (Henry Purcell),Jeni Melia,The Lost Art of Wooing,http://www.magnatune.com/artists/albums/melia-wooing/,59,88,http://he3.magnatune.com/all/22-Mad%20Bess%20(Henry%20Purcell)-Jeni%20Melia.mp3
1437,52736,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/5/john_fleagle-worlds_bliss__medieval_songs_of_love_and_death-15-i_have_a_yong_suster-88-117.mp3,15,I Have a Yong Suster,John Fleagle,Worlds Bliss - Medieval Songs of Love and Death,http://www.magnatune.com/artists/albums/fleagle-bliss/,88,117,http://he3.magnatune.com/all/15-I%20Have%20a%20Yong%20Suster-John%20Fleagle.mp3
1443,30034,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/john_jackson-bad_things_happen_all_the_time-06-you_should_be_with_the_woolwich-0-29.mp3,6,You Should Be With The Woolwich,John Jackson,Bad Things Happen All The Time,http://www.magnatune.com/artists/albums/jjackson-badthings/,0,29,http://he3.magnatune.com/all/06-You%20Should%20Be%20With%20The%20Woolwich-John%20Jackson.mp3
1446,41064,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/john_jackson-bad_things_happen_all_the_time-09-spanish_lullabies-175-204.mp3,9,Spanish Lullabies,John Jackson,Bad Things Happen All The Time,http://www.magnatune.com/artists/albums/jjackson-badthings/,175,204,http://he3.magnatune.com/all/09-Spanish%20Lullabies-John%20Jackson.mp3
1463,54355,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/john_williams-dusty_porch-17-dog_leg-88-117.mp3,17,Dog Leg,John Williams,Dusty Porch,http://www.magnatune.com/artists/albums/williams-dusty/,88,117,http://he3.magnatune.com/all/17-Dog%20Leg-John%20Williams.mp3
1468,24237,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/joram-moments_of_clarity-05-rumors_of_a_strange_planet-59-88.mp3,5,rumors of a strange planet,Joram,Moments of Clarity,http://www.magnatune.com/artists/albums/joram-moments/,59,88,http://he3.magnatune.com/all/05-rumors%20of%20a%20strange%20planet-Joram.mp3
1484,48821,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/justin_bianco-finality-12-scattered-59-88.mp3,12,Scattered,Justin Bianco,Finality,http://www.magnatune.com/artists/albums/bianco-finality/,59,88,http://he3.magnatune.com/all/12-Scattered-Justin%20Bianco.mp3
1493,1655,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/justin_bianco-forge-01-fog-146-175.mp3,1,Fog,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,146,175,http://he3.magnatune.com/all/01-Fog-Justin%20Bianco.mp3
1497,25274,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/justin_bianco-forge-05-upon_the_shore-0-29.mp3,5,Upon The Shore,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,0,29,http://he3.magnatune.com/all/05-Upon%20The%20Shore-Justin%20Bianco.mp3
1499,33230,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/justin_bianco-forge-07-smoke-117-146.mp3,7,Smoke,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,117,146,http://he3.magnatune.com/all/07-Smoke-Justin%20Bianco.mp3
1500,35715,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/justin_bianco-forge-08-hera-117-146.mp3,8,Hera,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,117,146,http://he3.magnatune.com/all/08-Hera-Justin%20Bianco.mp3
1506,51434,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/justin_bianco-forge-14-gaia-59-88.mp3,14,Gaia,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,59,88,http://he3.magnatune.com/all/14-Gaia-Justin%20Bianco.mp3
1514,38008,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/justin_bianco-phoenix-08-tori_no_sorane_wa-59-88.mp3,8,Tori No Sorane Wa,Justin Bianco,Phoenix_,http://www.magnatune.com/artists/albums/bianco-phoenix/,59,88,http://he3.magnatune.com/all/08-Tori%20No%20Sorane%20Wa-Justin%20Bianco.mp3
1515,39670,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/justin_bianco-phoenix-09-invu-0-29.mp3,9,INVU,Justin Bianco,Phoenix_,http://www.magnatune.com/artists/albums/bianco-phoenix/,0,29,http://he3.magnatune.com/all/09-INVU-Justin%20Bianco.mp3
1519,50926,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/justin_bianco-phoenix-13-the_sword_of_truth-88-117.mp3,13,The Sword of Truth,Justin Bianco,Phoenix_,http://www.magnatune.com/artists/albums/bianco-phoenix/,88,117,http://he3.magnatune.com/all/13-The%20Sword%20of%20Truth-Justin%20Bianco.mp3
1524,10655,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/justin_bianco-siren-02-token-59-88.mp3,2,Token,Justin Bianco,Siren,http://www.magnatune.com/artists/albums/bianco-siren/,59,88,http://he3.magnatune.com/all/02-Token-Justin%20Bianco.mp3
1529,32451,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/justin_bianco-siren-07-never_a_light-0-29.mp3,7,Never A Light,Justin Bianco,Siren,http://www.magnatune.com/artists/albums/bianco-siren/,0,29,http://he3.magnatune.com/all/07-Never%20A%20Light-Justin%20Bianco.mp3
1576,22934,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/kenji_williams-worldspirit_soundtrack-05-journey-59-88.mp3,5,Journey,Kenji Williams,Worldspirit Soundtrack,http://www.magnatune.com/artists/albums/kenji-worldspirit/,59,88,http://he3.magnatune.com/all/05-Journey-Kenji%20Williams.mp3
1580,1809,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/kiev_seminary_choir-hymns_of_the_allnight_vigil-01-good_news_to_vsenoschnaya-30-59.mp3,1,Good news to Vsenoschnaya,Kiev Seminary Choir,Hymns of the All-Night Vigil,http://www.magnatune.com/artists/albums/kyivseminary-hymns/,30,59,http://he3.magnatune.com/all/01-Good%20news%20to%20Vsenoschnaya-Kiev%20Seminary%20Choir.mp3
1620,57988,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/kiev_theological_academy_and_seminary_choir-traditional_worship_singing_of_kievpechersk_lavra-25-the_body_of_christ-30-59.mp3,25,The Body of Christ,Kiev Theological Academy and Seminary Choir,Traditional worship singing of Kiev-Pechersk Lavra,http://www.magnatune.com/artists/albums/kyrivseminary-lavra/,30,59,http://he3.magnatune.com/all/25-The%20Body%20of%20Christ-Kiev%20Theological%20Academy%20and%20Seminary%20Choir.mp3
1623,8267,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/kitka-nectar-02-malo_selo_bulgaria-0-29.mp3,2,Malo Selo (Bulgaria),Kitka,Nectar,http://www.magnatune.com/artists/albums/kitka-nectar/,0,29,http://he3.magnatune.com/all/02-Malo%20Selo%20(Bulgaria)-Kitka.mp3
1668,52867,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/kitka-wintersongs-15-ma_navu_israel-88-117.mp3,15,Ma Navu (Israel),Kitka,Wintersongs,http://www.magnatune.com/artists/albums/kitka-wintersongs/,88,117,http://he3.magnatune.com/all/15-Ma%20Navu%20(Israel)-Kitka.mp3
1683,9166,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/kyiv_chamber_choir-praise_the_lord-02-rachmaninovbless_the_lord_o_my_soul-233-262.mp3,2,Rachmaninov-Bless the Lord O My Soul,Kyiv Chamber Choir,Praise the Lord,http://www.magnatune.com/artists/albums/kyivchamber-praiselord/,233,262,http://he3.magnatune.com/all/02-Rachmaninov-Bless%20the%20Lord%20O%20My%20Soul-Kyiv%20Chamber%20Choir.mp3
1684,14562,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/kyiv_chamber_choir-praise_the_lord-03-rachmaninovto_thee_we_sing-30-59.mp3,3,Rachmaninov-To Thee We Sing,Kyiv Chamber Choir,Praise the Lord,http://www.magnatune.com/artists/albums/kyivchamber-praiselord/,30,59,http://he3.magnatune.com/all/03-Rachmaninov-To%20Thee%20We%20Sing-Kyiv%20Chamber%20Choir.mp3
1713,53777,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/la_primavera-english_renaissance_music-16-martin_said_to_his_man_anon-0-29.mp3,16,Martin said to his man (Anon),La Primavera,English Renaissance Music,http://www.magnatune.com/artists/albums/primavera-english/,0,29,http://he3.magnatune.com/all/16-Martin%20said%20to%20his%20man%20(Anon)-La%20Primavera.mp3
1733,15548,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/liquid_zen-magic_midsummer-03-television-59-88.mp3,3,Television,Liquid Zen,Magic Midsummer,http://www.magnatune.com/artists/albums/liquid-magic/,59,88,http://he3.magnatune.com/all/03-Television%20-%20Liquid%20Zen.mp3
1744,8697,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/liquid_zen-oscilloscope-02-orion_above-88-117.mp3,2,Orion Above,Liquid Zen,Oscilloscope,http://www.magnatune.com/artists/albums/liquid-oscillo/,88,117,http://he3.magnatune.com/all/02-Orion%20Above-Liquid%20Zen.mp3
1781,58801,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/magnaloops-electronica_loops_1-43-osxivilion554-0-29.mp3,43,OS-x-ivilion-554,MagnaLoops,Electronica Loops 1,http://www.magnatune.com/artists/albums/magnaloops-electronica1/,0,29,http://he3.magnatune.com/all/43-OS-x-ivilion-554-MagnaLoops.mp3
1838,53589,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/magnatune_compilation-new_age_and_jazz-16-chris_juergenson_prospects-117-146.mp3,16,Chris Juergenson_ Prospects,Magnatune Compilation,New Age and Jazz,http://www.magnatune.com/artists/albums/magnacomp-newage/,117,146,http://he3.magnatune.com/all/16-Chris%20Juergenson_%20Prospects-Magnatune%20Compilation.mp3
1898,30215,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/mercy_machine-in_your_bed-07-a_prayer-0-29.mp3,7,A Prayer,Mercy Machine,In Your Bed,http://www.magnatune.com/artists/albums/mercy-inbed/,0,29,http://he3.magnatune.com/all/07-A%20Prayer-Mercy%20Machine.mp3
1910,42982,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/mercy_machine-in_your_bed__the_remixes-10-in_your_bed_under_the_covers_mix-233-262.mp3,10,In Your Bed (Under the Covers Mix),Mercy Machine,In Your Bed - the remixes,http://www.magnatune.com/artists/albums/mercy-inbedremix/,233,262,http://he3.magnatune.com/all/10-In%20Your%20Bed%20(Under%20the%20Covers%20Mix)-Mercy%20Machine.mp3
1923,47166,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/mercy_machine-mercy_machine-11-the_last_vision_on_dahlia_street-0-29.mp3,11,The Last Vision on Dahlia Street,Mercy Machine,Mercy Machine,http://www.magnatune.com/artists/albums/mercy-mercy/,0,29,http://he3.magnatune.com/all/11-The%20Last%20Vision%20on%20Dahlia%20Street-Mercy%20Machine.mp3
1925,50209,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/mercy_machine-mercy_machine-13-measure_of_beauty-0-29.mp3,13,Measure of Beauty,Mercy Machine,Mercy Machine,http://www.magnatune.com/artists/albums/mercy-mercy/,0,29,http://he3.magnatune.com/all/13-Measure%20of%20Beauty-Mercy%20Machine.mp3
1927,170,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/mercy_machine-the_devil_i_know-01-30_years-262-291.mp3,1,30 Years,Mercy Machine,The Devil I Know,http://www.magnatune.com/artists/albums/mercy-devil/,262,291,http://he3.magnatune.com/all/01-30%20Years-Mercy%20Machine.mp3
1953,36933,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/mountain_mirrors-mountain_mirrors-08-praying_mantis-175-204.mp3,8,Praying Mantis,Mountain Mirrors,Mountain Mirrors,http://www.magnatune.com/artists/albums/mountain-mountain/,175,204,http://he3.magnatune.com/all/08-Praying%20Mantis-Mountain%20Mirrors.mp3
2060,14868,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-494-523.mp3,3,Set a 5 in F Major,Oberlin Consort of Viols,5 and 6 part Fantasies of William Lawes,http://www.magnatune.com/artists/albums/oberlin-lawes/,494,523,http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3
