,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
1252,36268,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/jami_sieber-second_sight-08-long_past_gone-175-204.mp3,8,Long Past Gone,Jami Sieber,Second Sight,http://www.magnatune.com/artists/albums/sieber-second/,175,204,http://he3.magnatune.com/all/08-Long%20Past%20Gone-Jami%20Sieber.mp3
447,54638,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/daniel_ben_pienaar-book_2_cd1_welltempered_clavier-17-prelude_and_fugue_no__9_in_e_major_bwv_878_praeludium-59-88.mp3,17,Prelude And Fugue No. 9 In E Major BWV 878_ Praeludium,Daniel Ben Pienaar,Book 2 CD1 Well-Tempered Clavier,http://www.magnatune.com/artists/albums/dbp-wtc2a/,59,88,http://he3.magnatune.com/all/17-Prelude%20And%20Fugue%20No.%209%20In%20E%20Major%20BWV%20878_%20Praeludium-Daniel%20Ben%20Pienaar.mp3
1822,34638,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/magnatune-romantic_dinner_classical_compilation-08-american_baroque__quartet_in_g_mozart-291-320.mp3,8,American Baroque - Quartet in G (Mozart),Magnatune,Romantic Dinner Classical Compilation,http://www.magnatune.com/artists/albums/magnacomp-dinner/,291,320,http://he3.magnatune.com/all/08-American%20Baroque%20-%20Quartet%20in%20G%20(Mozart)-Magnatune.mp3
1080,57607,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/jacob_heringman-siena_lute_book-24-gagliarda_154_anon-0-29.mp3,24,Gagliarda 154 (anon),Jacob Heringman,Siena Lute Book,http://www.magnatune.com/artists/albums/heringman-siena/,0,29,http://he3.magnatune.com/all/24-Gagliarda%20154%20(anon)-Jacob%20Heringman.mp3
2330,4646,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/richard_savino-legrenzi__venice_before_vivaldi-01-sonata_seconda_a_tre__due_violini_e_viola_da_brazzo-0-29.mp3,1,Sonata Seconda A Tre - Due Violini E Viola Da Brazzo,Richard Savino,Legrenzi - Venice Before Vivaldi,http://www.magnatune.com/artists/albums/savino-legrenzi/,0,29,http://he3.magnatune.com/all/01-Sonata%20Seconda%20A%20Tre%20-%20Due%20Violini%20E%20Viola%20Da%20Brazzo-Richard%20Savino.mp3
1727,24920,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-204-233.mp3,5,Suite in A minor (Sheidt),Les Filles de Sainte Colombe,German music for Viols and Harpsichord,http://www.magnatune.com/artists/albums/filles-german/,204,233,http://he3.magnatune.com/all/05-Suite%20in%20A%20minor%20(Sheidt)-Les%20Filles%20de%20Sainte%20Colombe.mp3
770,54489,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ensemble_vermillian-stolen_jewels-17-j_m__bach_in_ducli_jubilo-30-59.mp3,17,J.M. Bach In Ducli Jubilo,Ensemble Vermillian,Stolen Jewels,http://www.magnatune.com/artists/albums/vermillian-stolen/,30,59,http://he3.magnatune.com/all/17-J.M.%20Bach%20In%20Ducli%20Jubilo-Ensemble%20Vermillian.mp3
93,17104,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/american_baroque-the_four_seasons_by_vivaldi-04-concerto_no_2_in_g_minor_rv_315_summer__allegro_non_molto-204-233.mp3,4,Concerto No.2 in g minor RV 315 _SUMMER_ - Allegro non molto,American Baroque,The Four Seasons by Vivaldi,http://www.magnatune.com/artists/albums/abaroque-seasons/,204,233,http://he3.magnatune.com/all/04-Concerto%20No.2%20in%20g%20minor%20RV%20315%20_SUMMER_%20-%20Allegro%20non%20molto-American%20Baroque.mp3
1268,20603,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/jamie_janover_and_michael_masley-all_strings_considered-04-under_fire_and_water-30-59.mp3,4,Under Fire And Water,Jamie Janover and Michael Masley,All Strings Considered,http://www.magnatune.com/artists/albums/masley-allstrings/,30,59,http://he3.magnatune.com/all/04-Under%20Fire%20And%20Water-Jamie%20Janover%20and%20Michael%20Masley.mp3
2927,36809,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-08-partita_prima_in_mi_minore__double_presto-88-117.mp3,8,Partita Prima in mi minore - Double (Presto),Vito Paternoster,CD1-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas1/,88,117,http://he3.magnatune.com/all/08-Partita%20Prima%20in%20mi%20minore%20-%20Double%20(Presto)-Vito%20Paternoster.mp3
2936,3233,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/vito_paternoster-cd2bach_sonatas_and_partitas_for_solo_violin-01-partita_seconda_in_sol_minore__allemanda-88-117.mp3,1,Partita Seconda in sol minore - allemanda,Vito Paternoster,CD2-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas2/,88,117,http://he3.magnatune.com/all/01-Partita%20Seconda%20in%20sol%20minore%20-%20allemanda-Vito%20Paternoster.mp3
1010,26208,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-blame_not_my_lute-06-buffons-0-29.mp3,6,Buffons,Jacob Heringman,Blame Not My Lute,http://www.magnatune.com/artists/albums/heringman-blamenot/,0,29,http://he3.magnatune.com/all/06-Buffons-Jacob%20Heringman.mp3
1314,27186,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/janine_johnson-german_keyboard_masters-06-fuge_in_c_buxtehude-88-117.mp3,6,Fuge in C (Buxtehude),Janine Johnson,German Keyboard Masters,http://www.magnatune.com/artists/albums/jjohnson-german/,88,117,http://he3.magnatune.com/all/06-Fuge%20in%20C%20(Buxtehude)-Janine%20Johnson.mp3
1030,58791,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-blame_not_my_lute-42-la_devota_del_cormio-0-29.mp3,42,La Devota del Cormio,Jacob Heringman,Blame Not My Lute,http://www.magnatune.com/artists/albums/heringman-blamenot/,0,29,http://he3.magnatune.com/all/42-La%20Devota%20del%20Cormio-Jacob%20Heringman.mp3
2336,30957,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/richard_savino-legrenzi__venice_before_vivaldi-07-corrente_sesta-0-29.mp3,7,Corrente Sesta,Richard Savino,Legrenzi - Venice Before Vivaldi,http://www.magnatune.com/artists/albums/savino-legrenzi/,0,29,http://he3.magnatune.com/all/07-Corrente%20Sesta-Richard%20Savino.mp3
67,21906,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/american_bach_soloists-joseph_haydn__masses-05-credo__allegro_con_spirito-0-29.mp3,5,Credo - Allegro con spirito,American Bach Soloists,Joseph Haydn - Masses,http://www.magnatune.com/artists/albums/abs-haydnmasses/,0,29,http://he3.magnatune.com/all/05-Credo%20-%20Allegro%20con%20spirito-ABS.mp3
373,49145,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/cheryl_ann_fulton-the_airs_of_wales-12-the_flowers_of_the_west-30-59.mp3,12,The Flowers of the West,Cheryl Ann Fulton,The Airs of Wales,http://www.magnatune.com/artists/albums/fulton-airs/,30,59,http://he3.magnatune.com/all/12-The%20Flowers%20of%20the%20West-Cheryl%20Ann%20Fulton.mp3
1036,58882,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-blame_not_my_lute-54-passameze-0-29.mp3,54,Passameze,Jacob Heringman,Blame Not My Lute,http://www.magnatune.com/artists/albums/heringman-blamenot/,0,29,http://he3.magnatune.com/all/54-Passameze-Jacob%20Heringman.mp3
2347,55947,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/richard_savino-legrenzi__venice_before_vivaldi-19-sarabana_terza-30-59.mp3,19,Sarabana Terza,Richard Savino,Legrenzi - Venice Before Vivaldi,http://www.magnatune.com/artists/albums/savino-legrenzi/,30,59,http://he3.magnatune.com/all/19-Sarabana%20Terza-Richard%20Savino.mp3
2943,37478,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/vito_paternoster-cd2bach_sonatas_and_partitas_for_solo_violin-08-sonata_terza_in_fa_maggiore__largo-88-117.mp3,8,Sonata Terza in Fa maggiore - largo,Vito Paternoster,CD2-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas2/,88,117,http://he3.magnatune.com/all/08-Sonata%20Terza%20in%20Fa%20maggiore%20-%20largo-Vito%20Paternoster.mp3
2092,5366,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/paul_beier-alessandro_piccinini-01-toccata_xx-0-29.mp3,1,Toccata XX,Paul Beier,Alessandro Piccinini,http://www.magnatune.com/artists/albums/beier-piccinini/,0,29,http://he3.magnatune.com/all/01-Toccata%20XX-Paul%20Beier.mp3
1301,20653,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/janine_johnson-chopin_recital-04-variations_on_der_schweitzerbub_kk_iva_no_4-88-117.mp3,4,Variations on Der Schweitzerbub KK IVa No.4,Janine Johnson,Chopin Recital,http://www.magnatune.com/artists/albums/jjohnson-chopin/,88,117,http://he3.magnatune.com/all/04-Variations%20on%20Der%20Schweitzerbub%20KK%20IVa%20No.4-Janine%20Johnson.mp3
1328,12752,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/janine_johnson-j_s__bach_works_for_harpsichord-03-english_suite_no_2_in_a_minor__allemande-88-117.mp3,3,English Suite No 2 in A Minor - Allemande,Janine Johnson,J.S. Bach Works For Harpsichord,http://www.magnatune.com/artists/albums/jjohnson-bach/,88,117,http://he3.magnatune.com/all/03-English%20Suite%20No%202%20in%20A%20Minor%20-%20Allemande-Janine%20Johnson.mp3
2456,46819,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/seth_carlin-mozart_in_the_age_of_enlightenment-11-sonata_15_in_c_minor__andante_georg_benda-117-146.mp3,11,Sonata 15 in C minor - Andante (Georg Benda),Seth Carlin,Mozart in the Age of Enlightenment,http://www.magnatune.com/artists/albums/carlin-enlightenment/,117,146,http://he3.magnatune.com/all/11-Sonata%2015%20in%20C%20minor%20-%20Andante%20(Georg%20Benda)-Seth%20Carlin.mp3
2119,29235,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/paul_beier-michelagnolo_galilei-06-sonate_in_c_minor_toccata_corrente_corrente_corrente-378-407.mp3,6,Sonate in C minor_ Toccata Corrente Corrente Corrente,Paul Beier,Michelagnolo Galilei,http://www.magnatune.com/artists/albums/beier-galilei/,378,407,http://he3.magnatune.com/all/06-Sonate%20in%20C%20minor_%20Toccata%20Corrente%20Corrente%20Corrente-Paul%20Beier.mp3
2259,47427,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/ralph_meulenbroeks-gambomania-12-lecho_du_danube_gavotta_johannes_schenck-0-29.mp3,12,-L'Echo du Danube_ Gavotta (Johannes Schenck)-,Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,0,29,http://he3.magnatune.com/all/12--L'Echo%20du%20Danube_%20Gavotta%20(Johannes%20Schenck)--Ralph%20Meulenbroeks.mp3
39,31416,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/7/american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-07-et_in_spiritum_sanctum_dominum-291-320.mp3,7,Et in Spiritum sanctum Dominum,American Bach Soloists,J.S. Bach - Mass in B Minor CD2,http://www.magnatune.com/artists/albums/abs-bachmasscd2/,291,320,http://he3.magnatune.com/all/07-Et%20in%20Spiritum%20sanctum%20Dominum-ABS.mp3
2977,47635,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/william_brooks-bitter_circus-12-barn-0-29.mp3,12,Barn,William Brooks,Bitter Circus,http://www.magnatune.com/artists/albums/wbrooks-bitter/,0,29,http://he3.magnatune.com/all/12-Barn-William%20Brooks.mp3
2937,8831,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/vito_paternoster-cd2bach_sonatas_and_partitas_for_solo_violin-02-partita_seconda_in_sol_minore__corrente-30-59.mp3,2,Partita Seconda in sol minore - corrente,Vito Paternoster,CD2-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas2/,30,59,http://he3.magnatune.com/all/02-Partita%20Seconda%20in%20sol%20minore%20-%20corrente-Vito%20Paternoster.mp3
1280,23931,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/jan_hanford-24_preludes_for_solo_piano-05-prelude_no__5_in_g_minor-59-88.mp3,5,Prelude No. 5 in G Minor,Jan Hanford,24 Preludes for Solo Piano,http://www.magnatune.com/artists/albums/hanford-24preludes/,59,88,http://he3.magnatune.com/all/05-Prelude%20No.%205%20in%20G%20Minor-Jan%20Hanford.mp3
2262,52334,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/ralph_meulenbroeks-gambomania-15-lecho_du_danube_aria_johannes_schenck-30-59.mp3,15,-L'Echo du Danube_ Aria (Johannes Schenck)-,Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,30,59,http://he3.magnatune.com/all/15--L'Echo%20du%20Danube_%20Aria%20(Johannes%20Schenck)--Ralph%20Meulenbroeks.mp3
1499,33230,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/justin_bianco-forge-07-smoke-117-146.mp3,7,Smoke,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,117,146,http://he3.magnatune.com/all/07-Smoke-Justin%20Bianco.mp3
1092,34111,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-07-villancico_agora_viniesse_un_viento-0-29.mp3,7,Villancico_ agora viniesse un viento,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,0,29,http://he3.magnatune.com/all/07-Villancico_%20agora%20viniesse%20un%20viento-Jacob%20Heringman%20and%20Catherine%20King.mp3
658,58655,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/edward_martin-art_of_the_lute_in_renaissance_france-32-mill_regretz_josquin-88-117.mp3,32,Mill Regretz (Josquin),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,88,117,http://he3.magnatune.com/all/32-Mill%20Regretz%20(Josquin)-Edward%20Martin.mp3
1261,40468,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/jamie_janover-evolutions-09-pentagon_in_square-59-88.mp3,9,Pentagon in Square,Jamie Janover,Evolutions,http://www.magnatune.com/artists/albums/janover-evolutions/,59,88,http://he3.magnatune.com/all/09-Pentagon%20in%20Square-Jamie%20Janover.mp3
1537,4924,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/katherine_roberts_perl-j_s__bach_french_suites-01-suite_no_4_in_e_flat_major_bwv_815_allemande-175-204.mp3,1,Suite No 4 in E flat major BWV 815_ Allemande,Katherine Roberts Perl,J.S. Bach French Suites,http://www.magnatune.com/artists/albums/kperl-french/,175,204,http://he3.magnatune.com/all/01-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Allemande-Katherine%20Roberts%20Perl.mp3
2058,4295,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-01-set_a_6_in_c_major-378-407.mp3,1,Set a 6 in C Major,Oberlin Consort of Viols,5 and 6 part Fantasies of William Lawes,http://www.magnatune.com/artists/albums/oberlin-lawes/,378,407,http://he3.magnatune.com/all/01-Set%20a%206%20in%20C%20Major-Oberlin%20Consort%20of%20Viols.mp3
2198,27353,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/philharmonia_baroque-cd2_scarlatti__cecilian_vespers-06-hymn_jesu_corona__jesu_corona-0-29.mp3,6,Hymn_ Jesu corona - Jesu corona,Philharmonia Baroque,CD2 Scarlatti - Cecilian Vespers,http://www.magnatune.com/artists/albums/pb-vespers2/,0,29,http://he3.magnatune.com/all/06-Hymn_%20Jesu%20corona%20-%20Jesu%20corona-Philharmonia%20Baroque.mp3
2060,14868,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-494-523.mp3,3,Set a 5 in F Major,Oberlin Consort of Viols,5 and 6 part Fantasies of William Lawes,http://www.magnatune.com/artists/albums/oberlin-lawes/,494,523,http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3
2209,54567,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/philharmonia_baroque-cd2_scarlatti__cecilian_vespers-17-nisi_dominus__cum_dederit-0-29.mp3,17,Nisi Dominus - Cum dederit,Philharmonia Baroque,CD2 Scarlatti - Cecilian Vespers,http://www.magnatune.com/artists/albums/pb-vespers2/,0,29,http://he3.magnatune.com/all/17-Nisi%20Dominus%20-%20Cum%20dederit-Philharmonia%20Baroque.mp3
485,37201,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/daniel_berkman-calabashmoon-08-senegambia-30-59.mp3,8,senegambia,Daniel Berkman,Calabashmoon,http://www.magnatune.com/artists/albums/berkman-calabash/,30,59,http://he3.magnatune.com/all/08-senegambia-Daniel%20Berkman.mp3
2675,54734,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-17-sonata_in_d_major_op__102_no__2_allegro_fugato-204-233.mp3,17,Sonata in D Major op. 102 no. 2 Allegro fugato,Tanya Tomkins and Eric Zivian,Beethoven Piano and Cello Works,http://www.magnatune.com/artists/albums/tomkins-beethoven/,204,233,http://he3.magnatune.com/all/17-Sonata%20in%20D%20Major%20op.%20102%20no.%202%20Allegro%20fugato-Tanya%20Tomkins%20and%20Eric%20Zivian.mp3
1212,28513,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/james_edwards-le_tresor_dorphee_by_antoine_francisque-06-prelude-30-59.mp3,6,Prelude,James Edwards,Le Tresor dOrphee by Antoine Francisque,http://www.magnatune.com/artists/albums/edwards-tresor/,30,59,http://he3.magnatune.com/all/06-Prelude-James%20Edwards.mp3
472,55294,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/daniel_ben_pienaar-book_2_cd2_welltempered_clavier-18-prelude_and_fugue_no__21_in_bflat_major_bwv_890_fuga-88-117.mp3,18,Prelude And Fugue No. 21 In B-Flat Major BWV 890_ Fuga,Daniel Ben Pienaar,Book 2 CD2 Well-Tempered Clavier,http://www.magnatune.com/artists/albums/dbp-wtc2b/,88,117,http://he3.magnatune.com/all/18-Prelude%20And%20Fugue%20No.%2021%20In%20B-Flat%20Major%20BWV%20890_%20Fuga-Daniel%20Ben%20Pienaar.mp3
2270,34574,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/5/ralph_rousseau_meulenbroeks-moved_by_marais-08-allemande_double_suite_in_g_minor_le_troisieme_livre_de_pieces_de_viole_1711-59-88.mp3,8,Allemande Double_ Suite In G Minor_ Le Troisieme Livre De Pieces De Viole (1711),Ralph Rousseau Meulenbroeks,Moved By Marais,http://www.magnatune.com/artists/albums/meulenbroeks-marais/,59,88,http://he3.magnatune.com/all/08-Allemande%20Double_%20Suite%20In%20G%20Minor_%20Le%20Troisieme%20Livre%20De%20Pieces%20De%20Viole%20(1711)-Ralph%20Rousseau%20Meulenbroeks.mp3
2186,7216,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/philharmonia_baroque-beethoven_symphonies_no_3_eroica_and_no_8-02-eroica_2nd-581-610.mp3,2,Eroica 2nd,Philharmonia Baroque,Beethoven Symphonies No 3 Eroica and No 8,http://www.magnatune.com/artists/albums/pb-eroica/,581,610,http://he3.magnatune.com/all/02-Eroica%202nd-Philharmonia%20Baroque.mp3
2130,42609,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/5/paul_beier-simone_molinaro-10-fantasia_seconda-88-117.mp3,10,Fantasia seconda,Paul Beier,Simone Molinaro,http://www.magnatune.com/artists/albums/beier-molinaro/,88,117,http://he3.magnatune.com/all/10-Fantasia%20seconda-Paul%20Beier.mp3
2175,11044,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/phebe_craig_and_katherine_westine-beside_themselves-02-wf_bach_concerto_in_f_major_for_2_harpsichords_andante-117-146.mp3,2,WF Bach_ Concerto in F Major for 2 Harpsichords (Andante),Phebe Craig and Katherine Westine,Beside Themselves,http://www.magnatune.com/artists/albums/kat-beside/,117,146,http://he3.magnatune.com/all/02-WF%20Bach_%20Concerto%20in%20F%20Major%20for%202%20Harpsichords%20(Andante)-Phebe%20Craig%20and%20Katherine%20Westine.mp3
1088,14689,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-03-romance_triste_estava_muy_quexosa-204-233.mp3,3,Romance_ triste estava muy quexosa,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,204,233,http://he3.magnatune.com/all/03-Romance_%20triste%20estava%20muy%20quexosa-Jacob%20Heringman%20and%20Catherine%20King.mp3
57,46553,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-11-psalm_51_tilge_hochster_meine_sunden_viii_verse_9-88-117.mp3,11,Psalm 51_ Tilge Hochster meine Sunden_ VIII Verse 9,American Bach Soloists,J.S. Bach - Transcriptions of Italian Music,http://www.magnatune.com/artists/albums/abs-transcriptions/,88,117,http://he3.magnatune.com/all/11-Psalm%2051_%20Tilge%20Hochster%20meine%20Sunden_%20VIII%20Verse%209-ABS.mp3
661,58737,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/edward_martin-art_of_the_lute_in_renaissance_france-36-the_fowerth_branle_of_malte_le_roy-30-59.mp3,36,The Fowerth Branle of Malte (Le Roy),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,30,59,http://he3.magnatune.com/all/36-The%20Fowerth%20Branle%20of%20Malte%20(Le%20Roy)-Edward%20Martin.mp3
91,6701,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/american_baroque-the_four_seasons_by_vivaldi-02-concerto_no_1_in_d_major_rv_269_spring__largo-88-117.mp3,2,Concerto No.1 in D Major RV 269 _SPRING_ - Largo,American Baroque,The Four Seasons by Vivaldi,http://www.magnatune.com/artists/albums/abaroque-seasons/,88,117,http://he3.magnatune.com/all/02-Concerto%20No.1%20in%20D%20Major%20RV%20269%20_SPRING_%20-%20Largo-American%20Baroque.mp3
2441,43736,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/seth_and_maryse_carlin-schubert__music_for_fortepiano_four_hands-10-polonaise_no__3-233-262.mp3,10,Polonaise No. 3,Seth and Maryse Carlin,Schubert - Music for fortepiano four hands,http://www.magnatune.com/artists/albums/carlin-schubertfour/,233,262,http://he3.magnatune.com/all/10-Polonaise%20No.%203-Seth%20and%20Maryse%20Carlin.mp3
1199,45364,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/7/james_edwards-canarios-11-corrente_francese__calvi-30-59.mp3,11,Corrente Francese - Calvi,James Edwards,Canarios,http://www.magnatune.com/artists/albums/edwards-canarios/,30,59,http://he3.magnatune.com/all/11-Corrente%20Francese%20-%20Calvi-James%20Edwards.mp3
859,1736,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-01-gesellschaft_ist_gut-0-29.mp3,1,Gesellschaft ist gut,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,0,29,http://he3.magnatune.com/all/01-Gesellschaft%20ist%20gut-Farallon%20Recorder%20Quartet.mp3
87,36604,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/american_baroque-mozart_4_quartets_for_strings_and_winds-08-oboe_quartet_in_f_after_k496__allegro-117-146.mp3,8,Oboe Quartet in F after K496 - Allegro,American Baroque,Mozart 4 Quartets for Strings and Winds,http://www.magnatune.com/artists/albums/abaroque-mozart/,117,146,http://he3.magnatune.com/all/08-Oboe%20Quartet%20in%20F%20after%20K496%20-%20Allegro-American%20Baroque.mp3
1355,53828,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-16-ouverture_burlesque_bouree_telemann-0-29.mp3,16,Ouverture Burlesque_ Bouree (Telemann),Janine Johnson,Telemann Harpsichord Solos from Der Getreue Music Meister,http://www.magnatune.com/artists/albums/jjohnson-telemann/,0,29,http://he3.magnatune.com/all/16-Ouverture%20Burlesque_%20Bouree%20(Telemann)-Janine%20Johnson.mp3
1043,11748,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/jacob_heringman-josquin_des_prez_lute_settings-03-bakfark__faulte_dargent-175-204.mp3,3,Bakfark _ Faulte d'argent,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,175,204,http://he3.magnatune.com/all/03-Bakfark%20_%20Faulte%20d'argent-Jacob%20Heringman.mp3
1538,10221,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/katherine_roberts_perl-j_s__bach_french_suites-02-suite_no_4_in_e_flat_major_bwv_815_courante-88-117.mp3,2,Suite No 4 in E flat major BWV 815_ Courante,Katherine Roberts Perl,J.S. Bach French Suites,http://www.magnatune.com/artists/albums/kperl-french/,88,117,http://he3.magnatune.com/all/02-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Courante-Katherine%20Roberts%20Perl.mp3
