,drum,male,female,flute,guitar,harpsichord,piano,string,synth,violin
1865,0,0,0,0,0,1,0,1,0,0
1866,0,0,0,0,0,1,0,1,0,0
1867,0,0,0,0,0,1,1,1,0,0
1868,0,0,0,0,0,1,1,1,0,0
1869,0,0,0,0,0,1,0,1,0,0
1870,0,0,0,0,0,1,0,0,0,0
1871,0,0,0,0,0,1,0,0,0,0
1872,0,0,0,0,0,1,1,0,0,0
1873,0,0,1,0,0,0,0,0,0,0
1874,1,0,1,0,0,0,0,0,0,0
1876,0,0,0,1,0,0,0,0,0,0
1877,0,0,1,0,0,0,0,0,0,0
1878,0,0,0,1,0,0,0,0,0,0
1889,0,0,1,0,0,0,0,0,0,0
1893,0,0,0,0,0,0,0,1,0,1
1894,0,0,1,0,0,0,0,0,0,0
1895,0,1,0,0,0,0,1,0,0,0
1898,0,0,0,0,0,0,0,1,0,1
1899,0,0,0,0,0,0,0,1,0,1
1900,0,0,1,0,0,0,0,0,0,1
1904,0,0,0,0,0,0,0,0,1,0
1907,0,0,1,0,0,0,0,0,0,0
1909,0,0,1,0,0,0,1,0,0,0
1910,1,0,0,0,0,0,0,0,0,0
1911,1,0,1,0,0,0,0,0,1,0
1912,0,0,0,0,0,0,1,0,0,0
1913,0,0,1,0,0,0,0,0,0,0
1917,0,0,1,0,0,0,0,0,0,0
1918,0,0,1,0,0,0,0,0,0,1
1920,0,1,1,0,0,0,0,0,0,0
1921,0,0,1,0,1,0,0,0,0,0
1922,0,0,1,0,0,0,0,0,0,0
1923,0,0,0,0,0,0,0,0,0,1
1926,0,0,1,0,0,0,0,0,0,0
1927,0,0,0,0,1,0,1,0,0,0
1928,0,0,0,0,1,0,1,0,0,0
1930,0,0,1,0,0,0,1,0,0,0
1931,0,0,0,0,1,0,0,0,0,0
1932,0,1,0,0,0,0,0,1,0,1
1933,0,1,1,0,0,0,1,0,0,0
1936,0,0,0,0,0,0,0,0,1,0
1937,1,0,0,0,0,0,0,0,1,0
1939,0,0,0,0,0,0,0,0,1,0
1946,1,1,0,0,1,0,0,0,0,0
1955,0,0,0,0,0,0,0,0,1,0
1964,1,0,0,0,0,0,0,0,0,0
1967,0,0,0,0,0,0,0,0,1,0
1968,1,0,0,0,0,0,0,0,0,0
1976,1,0,0,0,0,0,0,0,1,0
1977,0,0,0,0,1,0,0,0,1,0
1978,0,0,0,0,0,0,0,0,1,0
1983,1,0,0,0,0,0,0,0,0,0
1986,0,1,0,0,0,0,0,0,0,0
1987,0,0,0,0,0,0,1,0,0,0
1988,0,0,0,0,0,0,0,0,1,0
1989,0,0,0,0,0,0,0,1,0,1
1990,0,0,0,0,0,0,0,0,0,1
1991,0,0,0,0,0,1,0,1,0,1
1993,0,0,0,0,0,1,0,0,0,0
1996,0,0,0,0,0,0,0,1,0,0
1997,0,0,1,0,1,0,0,0,0,0
1998,0,1,0,0,0,0,0,0,0,0
2003,0,0,0,0,1,0,0,0,0,0
2005,0,1,0,0,0,0,0,0,0,0
2009,0,0,1,0,0,0,0,0,0,0
2010,0,0,1,0,0,0,0,0,0,0
2014,1,1,1,0,1,0,0,0,0,0
2015,0,0,0,0,1,0,0,0,0,0
2020,0,0,1,0,1,0,0,0,0,0
2028,0,0,1,0,0,0,0,0,0,0
2029,1,0,1,1,1,0,0,0,0,0
2035,1,0,1,0,1,0,0,0,0,0
2040,0,0,1,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,1,0,0,0
2046,0,0,1,0,1,0,0,0,0,0
2047,0,0,0,0,0,0,1,0,0,0
2049,1,0,0,0,1,0,0,0,0,0
2050,0,0,0,0,1,0,0,0,0,0
2053,0,1,0,0,0,0,0,0,0,0
2056,0,1,0,0,1,0,0,0,0,0
2058,0,0,0,0,0,0,0,1,0,1
2060,0,0,0,0,0,0,0,1,0,0
2063,0,0,0,0,0,0,0,1,0,1
2064,0,0,0,1,0,0,0,0,0,0
2066,1,0,1,1,0,0,0,0,1,0
2068,0,0,0,0,0,0,0,0,1,0
2069,0,0,0,0,1,0,0,1,0,0
2075,1,1,0,0,0,0,0,0,0,0
2076,0,0,0,0,1,0,0,0,0,1
2083,0,1,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,0,0,1,0
2092,0,0,0,0,1,1,0,1,0,0
2100,0,0,0,0,1,1,0,1,0,0
2103,0,0,0,0,1,0,0,1,0,0
2108,0,0,0,0,1,0,0,1,0,0
2109,0,0,0,0,1,0,0,1,0,0
2116,0,0,0,0,1,0,0,1,0,0
2119,0,0,0,0,1,0,1,0,0,0
2120,0,0,0,0,1,0,0,1,0,0
2124,0,0,0,0,1,1,0,0,0,0
2125,0,0,0,0,1,0,0,0,0,0
2131,0,0,0,0,1,1,0,1,0,0
2142,0,0,0,0,1,0,0,1,0,0
2144,0,0,0,0,1,0,1,0,0,0
2161,0,0,0,0,1,1,0,0,0,0
2163,0,0,0,0,1,1,0,1,0,0
2165,0,0,0,0,1,0,0,0,0,0
2167,0,0,0,0,1,1,0,1,0,0
2169,0,0,0,0,1,1,0,0,0,0
2172,0,0,0,0,1,1,0,1,0,0
2173,0,0,0,0,1,1,0,0,0,0
2176,0,0,0,0,0,1,1,0,0,0
2177,0,0,0,0,0,1,1,0,0,0
2178,0,0,0,0,0,1,0,1,0,0
2184,0,0,0,0,0,1,1,1,0,0
2186,0,0,0,0,0,0,0,1,0,1
2193,0,1,0,0,0,0,0,0,0,0
2204,0,1,1,0,0,0,0,0,0,1
2209,0,0,1,0,0,0,0,0,0,0
2210,0,0,1,0,0,0,0,0,0,0
2213,0,0,1,0,0,0,0,1,0,1
2215,0,0,1,0,0,0,0,1,0,1
2216,0,0,1,0,0,0,0,0,0,1
2222,0,1,0,0,0,0,0,0,0,0
2232,0,0,1,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,1,0
2239,0,0,0,0,0,0,0,0,1,0
2248,0,0,0,0,0,0,0,1,0,1
2250,0,0,0,0,0,0,0,1,0,1
2251,0,0,0,0,0,0,0,1,0,1
2253,0,0,0,0,0,0,0,1,0,1
2254,0,0,0,0,0,0,0,0,0,1
2255,0,0,0,0,0,0,0,0,0,1
2257,0,0,0,0,0,0,0,1,0,1
2258,0,0,0,0,0,0,0,0,0,1
2259,0,0,0,0,0,0,0,1,0,1
2260,0,0,0,0,0,0,0,0,0,1
2261,0,0,0,0,0,0,0,1,0,1
2264,0,0,0,0,0,0,0,0,0,1
2267,0,0,0,0,0,0,0,0,0,1
2270,0,0,0,0,0,1,0,0,0,1
2271,0,0,0,0,0,0,0,0,0,1
2275,0,0,0,0,0,1,0,1,0,1
2276,0,0,0,0,0,1,0,1,0,1
2277,0,0,0,0,0,1,0,1,0,1
2279,0,0,0,0,0,0,0,0,1,0
2280,1,0,0,0,0,0,0,0,1,0
2281,1,0,0,0,0,0,0,0,1,0
2283,0,0,0,0,0,0,0,0,1,0
2284,1,0,0,0,0,0,0,0,1,0
2292,1,0,0,0,0,0,0,0,0,0
2293,0,0,0,0,1,0,0,0,0,0
2299,0,0,0,0,0,0,0,0,1,0
2300,1,0,0,0,0,0,0,0,0,0
2303,1,0,0,0,1,0,0,0,0,0
2305,0,1,0,0,1,0,0,0,0,0
2309,0,0,0,0,1,0,0,0,0,0
2310,0,0,0,0,1,0,0,0,0,0
2317,0,0,0,0,1,0,1,0,0,0
2320,0,0,0,0,1,0,0,1,0,1
2322,0,0,1,0,0,0,0,1,0,1
2323,0,0,0,0,0,0,0,0,0,1
2324,1,0,1,0,0,0,0,1,0,1
2326,0,0,0,0,0,0,0,1,0,1
2328,0,0,0,0,0,0,0,1,0,1
2329,0,0,0,0,0,0,0,1,0,1
2330,0,0,0,0,0,0,0,1,0,1
2331,0,0,0,0,0,0,0,1,0,1
2335,0,0,0,0,0,0,1,1,0,1
2337,0,0,0,0,0,0,0,1,0,1
2342,0,0,0,0,0,1,0,1,0,1
2343,0,0,0,0,0,0,0,1,0,1
2344,0,0,0,0,0,0,0,1,0,1
2345,0,0,0,0,0,0,0,1,0,1
2353,0,0,0,0,0,0,1,0,0,0
2354,0,0,0,0,0,0,1,0,0,0
2360,1,1,0,0,1,0,0,0,0,0
2363,1,0,0,0,1,0,0,0,0,0
2364,0,1,0,0,1,0,0,0,0,0
2367,0,1,0,0,1,0,0,0,0,0
2371,0,1,0,0,1,0,0,0,0,0
2381,0,1,0,0,0,0,0,0,0,0
2383,0,1,0,0,0,0,0,0,0,0
2389,0,1,0,0,0,0,0,0,0,0
2393,1,0,0,1,1,0,0,0,1,0
2413,0,0,0,0,0,0,0,0,1,0
2419,1,0,0,0,0,0,0,0,0,0
2422,0,1,0,0,0,0,0,0,0,0
2423,1,0,0,0,0,0,0,0,0,0
2424,0,1,0,0,0,0,0,0,0,0
2426,0,1,0,0,0,0,0,0,0,0
2427,1,1,0,0,1,0,0,0,0,0
2429,0,1,0,0,0,0,0,0,0,0
2432,0,0,0,0,0,0,1,0,0,0
2433,0,0,0,0,0,0,1,0,0,0
2444,0,0,0,0,0,0,1,0,0,0
2446,0,0,0,0,0,0,1,0,0,0
2447,0,0,0,0,0,1,1,0,0,0
2449,0,0,0,0,0,0,1,0,0,0
2457,0,0,0,0,0,0,1,0,0,0
2462,0,1,0,0,0,0,0,0,0,0
2468,0,1,0,0,1,0,0,0,0,0
2472,0,0,0,1,0,0,0,0,0,0
2477,1,0,0,1,0,0,0,1,0,1
2478,0,0,0,0,0,0,0,1,0,1
2480,0,0,1,0,0,0,0,0,0,0
2481,0,0,0,0,0,0,0,1,0,1
2482,0,0,0,0,0,0,0,1,0,1
2483,0,1,0,0,0,0,0,0,0,0
2484,0,0,0,0,0,0,0,0,0,1
2485,0,0,1,0,0,0,0,0,0,0
2486,0,1,0,0,0,0,0,0,0,0
2487,0,0,0,0,0,0,0,0,0,1
2489,0,1,0,0,1,0,0,0,0,0
2493,0,1,0,0,0,0,0,0,0,1
2495,0,0,1,0,0,0,0,0,0,0
2497,0,0,1,0,0,0,0,1,0,1
2498,0,0,0,0,0,0,0,0,0,1
2500,0,0,0,0,0,0,1,0,0,1
2501,0,1,0,0,0,0,0,0,0,0
2504,0,0,1,0,0,0,0,0,0,0
2506,0,0,0,0,0,0,1,0,0,1
2517,1,0,0,0,0,0,0,0,0,0
2519,0,0,0,1,0,0,0,0,0,0
2520,1,0,0,0,0,0,0,0,0,0
2523,1,0,0,1,0,0,0,0,0,0
2524,1,0,0,0,0,0,0,0,0,0
2527,0,0,1,0,0,0,0,0,0,0
2531,1,0,0,0,0,0,0,0,0,0
2532,1,0,1,0,0,0,0,0,0,0
2533,1,0,0,0,0,0,0,1,0,0
2534,1,0,1,0,0,0,0,1,0,0
2537,1,0,0,0,0,0,0,0,0,0
2541,1,0,0,0,0,0,0,0,0,0
2546,1,0,0,0,0,0,0,0,0,0
2549,0,0,0,0,0,0,0,0,1,0
2552,0,0,1,0,0,0,1,0,1,0
2554,0,0,0,0,0,0,0,0,0,1
2558,1,0,0,0,0,0,0,0,1,0
2559,0,0,0,0,0,0,1,0,0,0
2569,0,1,0,0,0,0,0,0,0,0
2570,0,1,0,0,0,0,0,0,0,0
2581,0,0,0,0,1,0,0,0,0,0
2585,0,1,0,0,1,0,0,0,0,0
2590,0,0,0,0,0,0,0,0,1,0
2593,0,0,0,0,0,0,0,0,1,0
2594,0,0,0,1,0,0,1,0,0,0
2601,1,0,0,0,0,0,0,0,1,0
2603,0,0,0,0,0,0,0,0,1,0
2604,0,0,0,0,0,0,0,0,1,0
2607,0,0,0,0,0,0,0,0,1,0
2612,1,0,0,0,0,0,0,0,0,0
2619,0,0,1,0,1,0,0,0,0,0
2620,0,0,0,0,1,0,0,0,0,0
2621,0,0,1,0,0,0,0,0,0,1
2636,1,0,0,0,0,0,0,0,1,0
2637,1,0,0,0,0,0,0,0,0,0
2638,1,0,0,0,0,0,0,0,1,0
2650,0,0,1,0,0,0,0,0,0,0
2652,1,0,0,1,0,0,0,0,0,0
2653,0,0,0,0,0,0,0,1,0,1
2654,0,0,0,1,0,0,0,0,0,0
2655,0,0,0,1,0,0,0,0,0,0
2657,0,0,0,1,1,0,0,1,0,0
2659,0,0,0,1,0,0,0,1,0,0
2660,1,0,0,1,0,0,0,0,0,0
2662,0,0,0,0,0,0,1,1,0,1
2664,0,0,0,0,0,0,1,0,0,1
2666,0,0,0,0,0,0,1,0,0,0
2667,0,0,0,0,0,0,1,0,0,0
2673,0,0,0,0,0,0,1,1,0,1
2675,0,0,0,0,0,0,1,1,0,1
2680,0,0,1,0,0,0,0,0,0,0
2695,1,0,0,0,0,0,0,0,0,0
2696,0,0,0,0,0,0,0,0,1,0
2699,0,0,1,0,0,0,0,0,0,0
2706,0,1,0,0,0,0,0,0,0,0
2707,0,0,1,0,1,0,0,0,0,0
2708,1,0,0,0,0,0,0,0,0,0
2711,0,0,1,0,0,0,0,0,0,0
2712,1,1,0,0,0,0,0,0,0,0
2725,0,0,0,0,0,0,1,0,0,0
2727,1,0,0,0,1,0,0,0,0,0
2728,0,0,0,0,1,0,0,0,0,0
2729,0,0,0,0,1,0,0,0,0,0
2738,1,1,0,0,1,0,0,0,0,0
2739,1,0,0,0,1,0,0,0,0,0
2740,0,0,0,0,0,0,1,0,1,0
2742,0,0,0,0,0,0,0,0,0,1
2745,0,1,0,0,0,0,0,0,0,0
2748,1,0,0,0,0,0,0,0,0,0
2750,0,1,0,0,0,0,0,0,0,0
2753,1,0,0,0,0,0,0,0,0,0
2754,0,0,0,0,0,0,0,0,1,0
2755,1,0,0,0,0,0,0,0,1,0
2777,0,1,0,0,0,0,0,0,0,0
2778,0,1,0,0,0,0,0,0,0,0
2781,1,0,0,0,0,0,0,0,0,0
2782,1,0,0,0,0,0,0,0,0,0
2786,0,0,0,1,1,0,1,0,0,0
2787,0,0,1,1,0,0,0,0,0,0
2788,0,0,0,1,0,0,0,0,0,0
2789,0,0,0,1,0,0,0,0,0,0
2791,0,0,0,1,0,0,0,0,0,0
2792,0,0,0,1,0,0,1,0,0,0
2793,0,0,0,1,0,0,0,0,0,0
2794,0,0,0,0,1,0,0,1,0,0
2795,0,0,0,1,0,0,0,0,0,0
2796,0,0,0,1,0,0,0,0,0,0
2797,0,0,0,1,1,0,0,0,0,0
2798,0,1,0,1,0,0,0,0,0,0
2801,0,0,0,1,1,0,0,0,0,0
2803,0,0,0,1,1,0,0,0,0,0
2806,0,0,0,1,0,0,0,0,0,0
2807,0,0,0,1,0,0,0,0,0,0
2808,0,0,0,1,0,0,0,0,0,0
2809,0,0,0,1,0,0,0,0,0,0
2810,0,0,0,1,0,0,0,0,0,0
2811,0,0,0,1,0,0,0,0,0,0
2812,0,0,0,1,0,0,0,0,0,0
2813,0,0,0,1,0,0,0,1,0,0
2818,0,0,0,0,0,0,1,1,0,0
2819,0,0,0,0,1,0,0,1,0,0
2820,0,0,0,0,1,1,0,1,0,0
2821,0,0,0,0,1,0,0,1,0,0
2823,0,0,0,0,1,0,0,1,0,0
2828,0,0,0,0,1,0,0,1,0,0
2835,0,0,0,1,0,0,0,0,0,0
2842,0,1,0,0,0,0,0,0,0,0
2848,0,0,0,0,1,0,0,0,0,0
2849,0,0,0,0,1,0,0,0,0,0
2850,1,0,0,0,0,0,0,0,0,0
2854,0,0,0,1,0,0,0,0,0,0
2856,1,0,0,0,0,0,0,0,0,0
2858,0,0,0,0,1,0,0,1,0,0
2859,1,0,0,0,0,0,0,0,0,0
2864,1,0,0,0,1,0,0,0,1,0
2875,1,0,0,0,0,0,0,0,0,0
2885,1,0,0,0,0,0,0,0,1,0
2889,0,0,0,0,1,0,0,1,0,0
2897,0,0,0,0,1,0,0,0,0,0
2898,1,0,0,0,0,0,1,0,0,0
2899,1,0,1,0,0,0,0,0,0,0
2909,0,1,0,0,1,0,0,0,0,0
2910,0,1,0,0,1,0,0,0,0,0
2911,0,1,0,0,1,0,0,0,0,0
2913,1,1,0,0,1,0,1,0,0,0
2917,1,1,0,0,0,0,0,0,0,0
2918,1,0,0,0,1,0,0,0,0,0
2919,0,1,0,0,1,0,0,0,0,0
2923,0,0,0,0,0,0,0,1,0,1
2925,0,0,0,0,0,0,0,1,0,1
2926,0,0,0,0,0,0,0,1,0,1
2927,0,0,0,0,0,0,0,0,0,1
2928,0,0,0,0,0,0,0,1,0,1
2931,0,0,0,0,0,0,0,1,0,1
2932,0,0,0,0,0,0,0,1,0,1
2934,0,0,0,0,0,0,0,1,0,1
2936,0,0,0,0,0,0,0,0,0,1
2938,0,0,0,0,0,0,0,1,0,1
2940,0,0,0,0,0,0,0,1,0,1
2941,0,0,0,0,0,0,0,0,0,1
2942,0,0,0,0,0,0,0,1,0,1
2948,0,0,0,0,0,0,0,1,0,1
2949,0,0,0,0,0,0,0,1,0,1
2953,0,0,0,1,0,0,0,0,0,0
2954,0,0,1,0,0,0,0,0,0,0
2955,0,0,0,1,0,0,0,0,0,0
2961,0,0,0,0,0,0,0,0,0,1
2962,0,0,1,0,0,0,0,0,0,0
2963,0,0,0,0,0,1,0,0,0,0
2965,0,0,1,0,0,0,0,0,0,0
2969,0,1,0,0,0,0,0,0,0,0
2970,0,1,0,0,1,0,0,0,0,0
2974,0,1,0,0,0,0,0,0,0,0
2975,1,1,0,0,1,0,0,0,0,0
2976,0,1,0,0,1,0,0,0,0,0
2977,1,0,0,0,1,0,1,0,0,0
2979,0,1,0,0,1,0,0,0,0,0
2981,0,1,0,0,1,0,0,0,0,0
2982,0,1,0,0,1,0,0,0,0,0
2983,0,0,0,0,0,0,1,0,0,0
2984,1,0,0,0,1,0,0,0,0,0
2990,0,1,0,0,1,0,0,0,0,0
2992,0,1,0,0,1,0,0,0,0,0
2994,0,1,0,0,1,0,0,0,0,0
3003,0,0,0,0,1,0,0,0,0,0
3004,1,0,0,0,1,0,0,0,1,0
3008,0,0,0,0,0,0,0,0,1,0
3012,0,0,0,0,0,0,0,0,1,0
3014,0,1,0,0,0,0,0,0,0,0
3016,0,1,0,0,0,0,0,0,1,0
