,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
160,40789,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/arthur_yoria-ill_be_here_awake-09-sevilla-465-494.mp3,9,Sevilla,Arthur Yoria,Ill Be Here Awake,http://www.magnatune.com/artists/albums/yoria-here/,465,494,http://he3.magnatune.com/all/09-Sevilla-Arthur%20Yoria.mp3
912,30204,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/grayson_wray-picassos_dream-07-a_matter_of_time-30-59.mp3,7,A Matter Of Time,Grayson Wray,Picassos Dream,http://www.magnatune.com/artists/albums/wray-picassos/,30,59,http://he3.magnatune.com/all/07-A%20Matter%20Of%20Time-Grayson%20Wray.mp3
2001,22448,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/norine_braun-and_the_mood_swings-05-fools-88-117.mp3,5,Fools,Norine Braun,and the Mood Swings,http://www.magnatune.com/artists/albums/braun-and/,88,117,http://he3.magnatune.com/all/05-Fools-Norine%20Braun.mp3
2037,8604,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/norine_braun-now_and_zen-02-now_and_zen-88-117.mp3,2,Now and Zen,Norine Braun,Now and Zen,http://www.magnatune.com/artists/albums/braun-nowzen/,88,117,http://he3.magnatune.com/all/02-Now%20and%20Zen-Norine%20Braun.mp3
102,5019,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ammonite-reconnection-01-sunset-59-88.mp3,1,Sunset,Ammonite,Reconnection,http://www.magnatune.com/artists/albums/ammonite-recon/,59,88,http://he3.magnatune.com/all/01-Sunset-Ammonite.mp3
2733,32174,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/9/the_seldon_plan-making_circles-07-love_again-30-59.mp3,7,Love Again,The Seldon Plan,Making Circles,http://www.magnatune.com/artists/albums/seldon-circles/,30,59,http://he3.magnatune.com/all/07-Love%20Again-The%20Seldon%20Plan.mp3
1740,42869,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/liquid_zen-magic_midsummer-10-had_it-175-204.mp3,10,Had It,Liquid Zen,Magic Midsummer,http://www.magnatune.com/artists/albums/liquid-magic/,175,204,http://he3.magnatune.com/all/10-Had%20It%20-%20Liquid%20Zen.mp3
1754,7773,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/liquid_zen-seventythree-02-if_its_what_you_want-117-146.mp3,2,If It's What You Want,Liquid Zen,Seventythree,http://www.magnatune.com/artists/albums/liquid-seventythree/,117,146,http://he3.magnatune.com/all/02-If%20It's%20What%20You%20Want%20-%20Liquid%20Zen.mp3
299,50485,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/5/burnshee_thornside-rock_this_moon-13-puut_me_in_your_loop_featuring_k__seger-204-233.mp3,13,Puut Me In Your Loop (featuring K. Seger),Burnshee Thornside,Rock This Moon,http://www.magnatune.com/artists/albums/burnshee-moon/,204,233,http://he3.magnatune.com/all/13-Puut%20Me%20In%20Your%20Loop%20(featuring%20K.%20Seger)-Burnshee%20Thornside.mp3
105,19400,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ammonite-reconnection-04-restrained_mind-233-262.mp3,4,Restrained Mind,Ammonite,Reconnection,http://www.magnatune.com/artists/albums/ammonite-recon/,233,262,http://he3.magnatune.com/all/04-Restrained%20Mind-Ammonite.mp3
877,798,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/four_stones-chronic_dreams-01-brilliant_day_chronic_mix-117-146.mp3,1,Brilliant Day (Chronic Mix),Four Stones,Chronic Dreams,http://www.magnatune.com/artists/albums/fourstones-chronic/,117,146,http://he3.magnatune.com/all/01-Brilliant%20Day%20(Chronic%20Mix)-Four%20Stones.mp3
2036,2139,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/norine_braun-now_and_zen-01-jade-117-146.mp3,1,Jade,Norine Braun,Now and Zen,http://www.magnatune.com/artists/albums/braun-nowzen/,117,146,http://he3.magnatune.com/all/01-Jade-Norine%20Braun.mp3
772,55614,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ensemble_vermillian-stolen_jewels-19-buxtehude_sonata_iii_op__i_allegro-59-88.mp3,19,Buxtehude Sonata III Op. I Allegro,Ensemble Vermillian,Stolen Jewels,http://www.magnatune.com/artists/albums/vermillian-stolen/,59,88,http://he3.magnatune.com/all/19-Buxtehude%20Sonata%20III%20Op.%20I%20Allegro-Ensemble%20Vermillian.mp3
2801,14716,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/tilopa-pictures_of_silence-03-san-407-436.mp3,3,San,Tilopa,Pictures of Silence,http://www.magnatune.com/artists/albums/tilopa-pictures/,407,436,http://he3.magnatune.com/all/03-San-Tilopa.mp3
1818,17845,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/magnatune-romantic_dinner_classical_compilation-04-gonzalo_x_ruiz__adagio_sonata_for_oboe_and_basso_continuo_in_f_besozzi-117-146.mp3,4,Gonzalo X Ruiz - Adagio Sonata for Oboe and Basso Continuo in F (Besozzi),Magnatune,Romantic Dinner Classical Compilation,http://www.magnatune.com/artists/albums/magnacomp-dinner/,117,146,http://he3.magnatune.com/all/04-Gonzalo%20X%20Ruiz%20-%20Adagio%20Sonata%20for%20Oboe%20and%20Basso%20Continuo%20in%20F%20(Besozzi)-Magnatune.mp3
722,19923,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/ensemble_mirable-conversations_galantes-04-sonata_iii_in_d_minor_allegro-146-175.mp3,4,Sonata III in d minor (Allegro),Ensemble Mirable,Conversations Galantes,http://www.magnatune.com/artists/albums/mirable-conversations/,146,175,http://he3.magnatune.com/all/04-Sonata%20III%20in%20d%20minor%20(Allegro)-Ensemble%20Mirable.mp3
872,54943,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-17-usquesquo_prudentissima-291-320.mp3,17,Usquesquo prudentissima,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,291,320,http://he3.magnatune.com/all/17-Usquesquo%20prudentissima-Farallon%20Recorder%20Quartet.mp3
80,3058,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/american_baroque-mozart_4_quartets_for_strings_and_winds-01-oboe_quartet_in_f_k370__allegro-320-349.mp3,1,Oboe Quartet in F (K370) - Allegro,American Baroque,Mozart 4 Quartets for Strings and Winds,http://www.magnatune.com/artists/albums/abaroque-mozart/,320,349,http://he3.magnatune.com/all/01-Oboe%20Quartet%20in%20F%20(K370)%20-%20Allegro-American%20Baroque.mp3
732,51904,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/ensemble_mirable-conversations_galantes-14-sonata_ii_in_b_minor_allegro-146-175.mp3,14,Sonata II in b minor (Allegro),Ensemble Mirable,Conversations Galantes,http://www.magnatune.com/artists/albums/mirable-conversations/,146,175,http://he3.magnatune.com/all/14-Sonata%20II%20in%20b%20minor%20(Allegro)-Ensemble%20Mirable.mp3
897,42171,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/glen_bledsoe-octopants-10-blood_for_oil-30-59.mp3,10,Blood for Oil,Glen Bledsoe,Octopants,http://www.magnatune.com/artists/albums/bledsoe-octopants/,30,59,http://he3.magnatune.com/all/10-Blood%20for%20Oil-Glen%20Bledsoe.mp3
2472,9535,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/sherefe-opium-02-ruske_le_mome-59-88.mp3,2,Ruske Le Mome,Sherefe,Opium,http://www.magnatune.com/artists/albums/manno-opium/,59,88,http://he3.magnatune.com/all/02-Ruske%20Le%20Mome-Sherefe.mp3
410,902,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/da_camera-a_celtic_celebration-01-carolans_concerto_carolan_five_tunes_by_the_irish_harper-0-29.mp3,1,Carolan's Concerto (Carolan Five Tunes by the Irish Harper),Da Camera,A Celtic Celebration,http://www.magnatune.com/artists/albums/dacamera-celtic/,0,29,http://he3.magnatune.com/all/01-Carolan's%20Concerto%20(Carolan%20Five%20Tunes%20by%20the%20Irish%20Harper)-Da%20Camera.mp3
2809,11686,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/tilopa-turkishauch-03-avanti-0-29.mp3,3,Avanti,Tilopa,Turkishauch,http://www.magnatune.com/artists/albums/tilopa-turkishauch/,0,29,http://he3.magnatune.com/all/03-Avanti-Tilopa.mp3
859,1736,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-01-gesellschaft_ist_gut-0-29.mp3,1,Gesellschaft ist gut,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,0,29,http://he3.magnatune.com/all/01-Gesellschaft%20ist%20gut-Farallon%20Recorder%20Quartet.mp3
763,38710,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ensemble_vermillian-stolen_jewels-09-biber_sonata_vi_1681_gavotte-30-59.mp3,9,Biber Sonata VI 1681 Gavotte,Ensemble Vermillian,Stolen Jewels,http://www.magnatune.com/artists/albums/vermillian-stolen/,30,59,http://he3.magnatune.com/all/09-Biber%20Sonata%20VI%201681%20Gavotte-Ensemble%20Vermillian.mp3
82,14232,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/american_baroque-mozart_4_quartets_for_strings_and_winds-03-oboe_quartet_in_f_k370__rondeau-30-59.mp3,3,Oboe Quartet in F (K370) - Rondeau,American Baroque,Mozart 4 Quartets for Strings and Winds,http://www.magnatune.com/artists/albums/abaroque-mozart/,30,59,http://he3.magnatune.com/all/03-Oboe%20Quartet%20in%20F%20(K370)%20-%20Rondeau-American%20Baroque.mp3
1816,10080,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/magnatune-romantic_dinner_classical_compilation-02-sonnerie__from_handel_trio_sonatas-349-378.mp3,2,Sonnerie - from Handel Trio Sonatas,Magnatune,Romantic Dinner Classical Compilation,http://www.magnatune.com/artists/albums/magnacomp-dinner/,349,378,http://he3.magnatune.com/all/02-Sonnerie%20-%20from%20Handel%20Trio%20Sonatas-Magnatune.mp3
726,37484,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/ensemble_mirable-conversations_galantes-08-sonata_v_in_f_major_allegromoderato-88-117.mp3,8,Sonata V in F Major (Allegro_Moderato),Ensemble Mirable,Conversations Galantes,http://www.magnatune.com/artists/albums/mirable-conversations/,88,117,http://he3.magnatune.com/all/08-Sonata%20V%20in%20F%20Major%20(Allegro_Moderato)-Ensemble%20Mirable.mp3
2808,8303,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/tilopa-turkishauch-02-meifrui_i-146-175.mp3,2,Meifrui I,Tilopa,Turkishauch,http://www.magnatune.com/artists/albums/tilopa-turkishauch/,146,175,http://he3.magnatune.com/all/02-Meifrui%20I-Tilopa.mp3
136,17926,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/apa_ya-apa_ya-04-hayi_sera-204-233.mp3,4,Hayi Sera,Apa Ya,Apa Ya,http://www.magnatune.com/artists/albums/headroom-apa/,204,233,http://he3.magnatune.com/all/04-Hayi%20Sera-Apa%20Ya.mp3
2798,31739,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/tilopa-out_of_the_blue-07-heeyahoa-117-146.mp3,7,Heeyahoa,Tilopa,Out of the Blue,http://www.magnatune.com/artists/albums/tilopa-outblue/,117,146,http://he3.magnatune.com/all/07-Heeyahoa-Tilopa.mp3
787,50934,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/etherine-24_days-13-this_was_my_last_hope-117-146.mp3,13,This was my last hope,Etherine,24 Days,http://www.magnatune.com/artists/albums/etherine-24days/,117,146,http://he3.magnatune.com/all/13-This%20was%20my%20last%20hope-Etherine.mp3
85,27142,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/american_baroque-mozart_4_quartets_for_strings_and_winds-06-flute_quartet_in_c_k285b__allegro-204-233.mp3,6,Flute Quartet in C (K285b) - Allegro,American Baroque,Mozart 4 Quartets for Strings and Winds,http://www.magnatune.com/artists/albums/abaroque-mozart/,204,233,http://he3.magnatune.com/all/06-Flute%20Quartet%20in%20C%20(K285b)%20-%20Allegro-American%20Baroque.mp3
761,30621,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ensemble_vermillian-stolen_jewels-07-biber_sonata_vi_1681_passacagli-262-291.mp3,7,Biber Sonata VI 1681 Passacagli,Ensemble Vermillian,Stolen Jewels,http://www.magnatune.com/artists/albums/vermillian-stolen/,262,291,http://he3.magnatune.com/all/07-Biber%20Sonata%20VI%201681%20Passacagli-Ensemble%20Vermillian.mp3
1252,36268,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/jami_sieber-second_sight-08-long_past_gone-175-204.mp3,8,Long Past Gone,Jami Sieber,Second Sight,http://www.magnatune.com/artists/albums/sieber-second/,175,204,http://he3.magnatune.com/all/08-Long%20Past%20Gone-Jami%20Sieber.mp3
873,55366,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-18-so_ich_sie_dann_freundlich_gruess-59-88.mp3,18,So ich sie dann freundlich gruess,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,59,88,http://he3.magnatune.com/all/18-So%20ich%20sie%20dann%20freundlich%20gruess-Farallon%20Recorder%20Quartet.mp3
756,9496,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ensemble_vermillian-stolen_jewels-02-rosenmuller_sonata_teraz_a_2_adagio-88-117.mp3,2,Rosenmuller Sonata Teraz a 2 Adagio,Ensemble Vermillian,Stolen Jewels,http://www.magnatune.com/artists/albums/vermillian-stolen/,88,117,http://he3.magnatune.com/all/02-Rosenmuller%20Sonata%20Teraz%20a%202%20Adagio-Ensemble%20Vermillian.mp3
96,30937,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/american_baroque-the_four_seasons_by_vivaldi-07-concerto_no_3_in_f_major_rv_293_autumn__allegro-30-59.mp3,7,Concerto No.3 in F Major RV 293 _AUTUMN_ - Allegro,American Baroque,The Four Seasons by Vivaldi,http://www.magnatune.com/artists/albums/abaroque-seasons/,30,59,http://he3.magnatune.com/all/07-Concerto%20No.3%20in%20F%20Major%20RV%20293%20_AUTUMN_%20-%20Allegro-American%20Baroque.mp3
755,4061,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/ensemble_vermillian-stolen_jewels-01-rosenmuller_sonata_teraz_a_2_allegro-30-59.mp3,1,Rosenmuller Sonata Teraz a 2 Allegro,Ensemble Vermillian,Stolen Jewels,http://www.magnatune.com/artists/albums/vermillian-stolen/,30,59,http://he3.magnatune.com/all/01-Rosenmuller%20Sonata%20Teraz%20a%202%20Allegro-Ensemble%20Vermillian.mp3
1878,33888,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/mediva-viva_mediva-07-tod_aqueste_codax-0-29.mp3,7,Tod Aqueste (Codax),Mediva,Viva Mediva,http://www.magnatune.com/artists/albums/mediva-vivamediva/,0,29,http://he3.magnatune.com/all/07-Tod%20Aqueste%20(Codax)-Mediva.mp3
2803,22579,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/tilopa-pictures_of_silence-05-go-59-88.mp3,5,Go,Tilopa,Pictures of Silence,http://www.magnatune.com/artists/albums/tilopa-pictures/,59,88,http://he3.magnatune.com/all/05-Go-Tilopa.mp3
501,49330,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/4/dj_cary-downtempo_chill_2-12-walk_like_me_four_stones-291-320.mp3,12,Walk Like Me (Four Stones),DJ Cary,Downtempo Chill 2,http://www.magnatune.com/artists/albums/magnacomp-downchill2/,291,320,http://he3.magnatune.com/all/12-Walk%20Like%20Me%20(Four%20Stones)-DJ%20Cary.mp3
414,29680,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/da_camera-a_celtic_celebration-06-three_airs_from_the_dancing_master_playford-30-59.mp3,6,Three Airs from The Dancing Master (Playford),Da Camera,A Celtic Celebration,http://www.magnatune.com/artists/albums/dacamera-celtic/,30,59,http://he3.magnatune.com/all/06-Three%20Airs%20from%20The%20Dancing%20Master%20(Playford)-Da%20Camera.mp3
14,38391,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-59-88.mp3,9,-Weinen Klagen Sorgen Zagen BWV 12_ IV Aria - Kreuz und Krone sind verbunden-,American Bach Soloists,J.S. Bach - Cantatas Volume V,http://www.magnatune.com/artists/albums/abs-cantatasfive/,59,88,http://he3.magnatune.com/all/09--Weinen%20Klagen%20Sorgen%20Zagen%20BWV%2012_%20IV%20Aria%20-%20Kreuz%20und%20Krone%20sind%20verbunden--ABS.mp3
729,46882,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/ensemble_mirable-conversations_galantes-11-sonata_v_in_f_major_allegroma_non_presto-262-291.mp3,11,Sonata V in F Major (Allegro_Ma non presto),Ensemble Mirable,Conversations Galantes,http://www.magnatune.com/artists/albums/mirable-conversations/,262,291,http://he3.magnatune.com/all/11-Sonata%20V%20in%20F%20Major%20(Allegro_Ma%20non%20presto)-Ensemble%20Mirable.mp3
2659,35036,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/suzanne_teng-mystic_journey-08-clouds_across_the_darkness-117-146.mp3,8,Clouds Across the Darkness,Suzanne Teng,Mystic Journey,http://www.magnatune.com/artists/albums/teng-mystic/,117,146,http://he3.magnatune.com/all/08-Clouds%20Across%20the%20Darkness-Suzanne%20Teng.mp3
952,36844,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/5/human_response-survival-08-perfection-59-88.mp3,8,Perfection,Human Response,Survival,http://www.magnatune.com/artists/albums/humanresponse-survival/,59,88,http://he3.magnatune.com/all/08-Perfection-Human%20Response.mp3
2655,17637,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/suzanne_teng-mystic_journey-04-fertile_crescent-146-175.mp3,4,Fertile Crescent,Suzanne Teng,Mystic Journey,http://www.magnatune.com/artists/albums/teng-mystic/,146,175,http://he3.magnatune.com/all/04-Fertile%20Crescent-Suzanne%20Teng.mp3
2660,40807,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/suzanne_teng-mystic_journey-09-silver_lake-88-117.mp3,9,Silver Lake,Suzanne Teng,Mystic Journey,http://www.magnatune.com/artists/albums/teng-mystic/,88,117,http://he3.magnatune.com/all/09-Silver%20Lake-Suzanne%20Teng.mp3
721,15155,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/ensemble_mirable-conversations_galantes-03-sonata_iii_in_d_minor_ariagratioso-146-175.mp3,3,Sonata III in d minor (Aria_Gratioso),Ensemble Mirable,Conversations Galantes,http://www.magnatune.com/artists/albums/mirable-conversations/,146,175,http://he3.magnatune.com/all/03-Sonata%20III%20in%20d%20minor%20(Aria_Gratioso)-Ensemble%20Mirable.mp3
1515,39670,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/justin_bianco-phoenix-09-invu-0-29.mp3,9,INVU,Justin Bianco,Phoenix_,http://www.magnatune.com/artists/albums/bianco-phoenix/,0,29,http://he3.magnatune.com/all/09-INVU-Justin%20Bianco.mp3
2792,2293,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/tilopa-out_of_the_blue-01-kyopianosus-30-59.mp3,1,Kyo-piano-sus,Tilopa,Out of the Blue,http://www.magnatune.com/artists/albums/tilopa-outblue/,30,59,http://he3.magnatune.com/all/01-Kyo-piano-sus-Tilopa.mp3
863,23715,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-05-obo_so_geb_der_mann_ein_pfenning-59-88.mp3,5,Obo so geb' der Mann ein Pfenning,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,59,88,http://he3.magnatune.com/all/05-Obo%20so%20geb'%20der%20Mann%20ein%20Pfenning-Farallon%20Recorder%20Quartet.mp3
2657,25749,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/suzanne_teng-mystic_journey-06-aduman-59-88.mp3,6,Aduman,Suzanne Teng,Mystic Journey,http://www.magnatune.com/artists/albums/teng-mystic/,59,88,http://he3.magnatune.com/all/06-Aduman-Suzanne%20Teng.mp3
869,52134,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-14-tandernaken-0-29.mp3,14,Tandernaken,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,0,29,http://he3.magnatune.com/all/14-Tandernaken-Farallon%20Recorder%20Quartet.mp3
1125,23536,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/jade_leary-fossildawn-05-naiads-88-117.mp3,5,Naiads,Jade Leary,Fossildawn,http://www.magnatune.com/artists/albums/jade-fossildawn/,88,117,http://he3.magnatune.com/all/05-Naiads-Jade%20Leary.mp3
2523,35536,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/solace-ahsas-08-forsaken_curcuna_108-320-349.mp3,8,Forsaken (Curcuna 10-8),Solace,Ahsas,http://www.magnatune.com/artists/albums/solace-ahsas/,320,349,http://he3.magnatune.com/all/08-Forsaken%20(Curcuna%2010-8)-Solace.mp3
2811,24272,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/tilopa-turkishauch-05-schlicht_1-88-117.mp3,5,Schlicht 1,Tilopa,Turkishauch,http://www.magnatune.com/artists/albums/tilopa-turkishauch/,88,117,http://he3.magnatune.com/all/05-Schlicht%201-Tilopa.mp3
1837,53111,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/magnatune_compilation-new_age_and_jazz-15-scott_hill_you_think_too_much-204-233.mp3,15,Scott Hill_ You Think Too Much,Magnatune Compilation,New Age and Jazz,http://www.magnatune.com/artists/albums/magnacomp-newage/,204,233,http://he3.magnatune.com/all/15-Scott%20Hill_%20You%20Think%20Too%20Much-Magnatune%20Compilation.mp3
38,26979,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/7/american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-06-et_resurrexit-204-233.mp3,6,Et resurrexit,American Bach Soloists,J.S. Bach - Mass in B Minor CD2,http://www.magnatune.com/artists/albums/abs-bachmasscd2/,204,233,http://he3.magnatune.com/all/06-Et%20resurrexit-ABS.mp3
419,45016,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/da_camera-a_celtic_celebration-11-air_summer__the_poppy_from_airs_for_the_seasons_osward-88-117.mp3,11,Air_ Summer - The Poppy from Airs for the Seasons (Osward),Da Camera,A Celtic Celebration,http://www.magnatune.com/artists/albums/dacamera-celtic/,88,117,http://he3.magnatune.com/all/11-Air_%20Summer%20-%20The%20Poppy%20from%20Airs%20for%20the%20Seasons%20(Osward)-Da%20Camera.mp3
424,54259,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/da_camera-a_celtic_celebration-17-affettuossimo_winter__the_snowdrop_from_airs_for_the_seasons-117-146.mp3,17,Affettuossimo_ Winter - The Snow-Drop from Airs for the Seasons,Da Camera,A Celtic Celebration,http://www.magnatune.com/artists/albums/dacamera-celtic/,117,146,http://he3.magnatune.com/all/17-Affettuossimo_%20Winter%20-%20The%20Snow-Drop%20from%20Airs%20for%20the%20Seasons-Da%20Camera.mp3
2064,2106,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/5/paul_avgerinos-muse_of_the_round_sky-01-invocation-30-59.mp3,1,Invocation,Paul Avgerinos,Muse of the Round Sky,http://www.magnatune.com/artists/albums/avgerinos-muse/,30,59,http://he3.magnatune.com/all/01-Invocation-Paul%20Avgerinos.mp3
2793,6502,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/e/tilopa-out_of_the_blue-02-chinese_princess-175-204.mp3,2,Chinese Princess,Tilopa,Out of the Blue,http://www.magnatune.com/artists/albums/tilopa-outblue/,175,204,http://he3.magnatune.com/all/02-Chinese%20Princess-Tilopa.mp3
86,31560,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/american_baroque-mozart_4_quartets_for_strings_and_winds-07-flute_quartet_in_c_k285b__theme_and_variations-407-436.mp3,7,Flute Quartet in C (K285b) - Theme and Variations,American Baroque,Mozart 4 Quartets for Strings and Winds,http://www.magnatune.com/artists/albums/abaroque-mozart/,407,436,http://he3.magnatune.com/all/07-Flute%20Quartet%20in%20C%20(K285b)%20-%20Theme%20and%20Variations-American%20Baroque.mp3
2791,28063,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/tilopa-by_the_way-06-morningwalk-146-175.mp3,6,Morningwalk,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,146,175,http://he3.magnatune.com/all/06-Morningwalk-Tilopa.mp3
871,53799,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-16-nichts_ohn_ursach-0-29.mp3,16,Nichts ohn' Ursach',Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,0,29,http://he3.magnatune.com/all/16-Nichts%20ohn'%20Ursach'-Farallon%20Recorder%20Quartet.mp3
