,blues,classical,country,jazz,pop,rock,techno
2025,0,0,0,0,0,1,0
2221,0,0,0,0,0,1,0
2055,0,0,0,0,0,1,0
1118,0,0,0,0,0,1,0
2005,0,0,0,0,0,1,0
2583,0,0,0,0,0,1,0
2364,0,0,0,0,0,1,0
1000,0,0,0,0,0,1,0
153,0,0,0,0,0,1,0
1006,0,0,0,0,0,1,0
2395,0,0,0,0,0,1,0
1792,0,0,0,0,0,1,0
696,0,0,0,0,0,1,0
2383,0,0,0,0,0,1,0
2570,0,0,0,0,0,1,0
2012,0,0,0,0,0,1,0
2575,0,0,0,0,0,1,0
2391,0,0,0,0,0,1,0
2569,0,0,0,0,0,1,0
2303,0,0,0,0,0,1,0
2394,0,0,0,0,0,1,0
2379,0,0,0,0,0,1,0
2572,0,0,0,0,0,1,0
2218,0,0,0,0,0,1,0
2390,0,0,0,0,0,1,0
690,0,0,0,0,0,1,0
104,0,0,0,0,0,1,0
2918,0,0,0,0,0,1,0
2704,0,0,0,0,0,1,0
2370,0,0,0,0,0,1,0
2398,0,0,0,0,0,1,0
2057,0,0,0,0,0,1,0
974,0,0,0,0,0,0,1
531,0,0,0,0,0,0,1
196,0,0,0,0,0,0,1
2296,0,0,0,0,0,0,1
4,0,0,0,0,0,0,1
376,0,0,0,0,0,0,1
342,0,0,0,0,0,0,1
970,0,0,0,0,0,0,1
1908,0,0,0,0,0,0,1
528,0,0,0,0,0,0,1
2597,0,0,0,0,0,0,1
2626,0,0,0,0,0,0,1
2602,0,0,0,0,0,0,1
1468,0,0,0,0,0,0,1
2629,0,0,0,0,0,0,1
820,0,0,0,0,0,0,1
894,0,0,0,0,0,0,1
2760,0,0,0,0,0,0,1
788,0,0,0,0,0,0,1
2689,0,0,0,0,0,0,1
896,0,0,0,0,0,0,1
1972,0,0,0,0,0,0,1
1883,0,0,0,0,0,0,1
2749,0,0,0,0,0,0,1
2604,0,0,0,0,0,0,1
143,0,0,0,0,0,0,1
1909,0,0,0,0,0,0,1
498,0,0,0,0,0,0,1
1566,0,0,0,0,0,0,1
1570,0,0,0,0,0,0,1
2553,0,0,0,0,0,0,1
2699,0,0,0,0,0,0,1
2633,0,0,0,0,0,0,1
2630,0,0,0,0,0,0,1
2740,0,0,0,0,0,0,1
2235,0,0,0,0,0,0,1
5,0,0,0,0,0,0,1
354,0,0,0,0,0,0,1
559,0,0,0,0,0,0,1
1962,0,0,0,0,0,0,1
347,0,0,0,0,0,0,1
261,0,0,0,0,0,0,1
2068,0,0,0,0,0,0,1
1476,0,0,0,0,0,0,1
1477,0,0,0,0,0,0,1
1733,0,0,0,0,0,0,1
566,0,0,0,0,0,0,1
115,0,0,0,0,0,0,1
502,0,0,0,0,0,0,1
2603,0,0,0,0,0,0,1
2906,0,0,0,0,0,0,1
117,0,0,0,0,0,0,1
2692,0,0,0,0,0,0,1
247,0,0,0,0,0,0,1
103,0,0,0,0,0,0,1
3003,0,0,0,0,0,0,1
797,0,0,0,0,0,0,1
1889,0,0,0,0,0,0,1
2754,0,0,0,0,0,0,1
503,0,0,0,0,0,0,1
573,0,0,0,0,0,0,1
791,0,0,0,0,0,0,1
571,0,0,0,0,0,0,1
534,0,0,0,0,0,0,1
563,0,0,0,0,0,0,1
384,0,0,0,0,0,0,1
1568,0,0,0,0,0,0,1
2701,0,0,0,0,0,0,1
799,0,0,0,0,0,0,1
900,0,0,0,0,0,0,1
2882,0,0,0,0,0,0,1
517,0,0,0,0,0,0,1
1890,0,0,0,0,0,0,1
710,0,0,0,0,0,0,1
2680,0,0,0,0,0,0,1
1903,0,0,0,0,0,0,1
2747,0,0,0,0,0,0,1
2755,0,0,0,0,0,0,1
202,0,0,0,0,0,0,1
339,0,0,0,0,0,0,1
800,0,0,0,0,0,0,1
1531,0,0,0,0,0,0,1
915,0,0,0,0,0,0,1
901,0,0,0,0,0,0,1
890,0,0,0,0,0,0,1
570,0,0,0,0,0,0,1
491,0,0,0,0,0,0,1
1944,0,0,0,0,0,0,1
569,0,0,0,0,0,0,1
1760,0,0,0,0,0,0,1
120,0,0,0,0,0,0,1
1886,0,0,0,0,0,0,1
2636,0,0,0,0,0,0,1
3012,0,0,0,0,0,0,1
792,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
2682,0,0,0,0,0,0,1
516,0,0,0,0,0,0,1
2718,0,0,0,0,0,0,1
1966,0,0,0,0,0,0,1
1751,0,0,0,0,0,0,1
1885,0,0,0,0,0,0,1
718,0,0,0,0,0,0,1
251,0,0,0,0,0,0,1
2679,0,0,0,0,0,0,1
1563,0,0,0,0,0,0,1
110,0,0,0,0,0,0,1
519,0,0,0,0,0,0,1
272,0,0,0,0,0,0,1
201,0,0,0,0,0,0,1
2696,0,0,0,0,0,0,1
1511,0,0,0,0,0,0,1
344,0,0,0,0,0,0,1
496,0,0,0,0,0,0,1
2681,0,0,0,0,0,0,1
524,0,0,0,0,0,0,1
2697,0,0,0,0,0,0,1
2900,0,0,0,0,0,0,1
813,0,0,0,0,0,0,1
207,0,0,0,0,0,0,1
2713,0,0,0,0,0,0,1
2676,0,0,0,0,0,0,1
3011,0,0,0,0,0,0,1
2238,0,0,0,0,0,0,1
798,0,0,0,0,0,0,1
2678,0,0,0,0,0,0,1
533,0,0,0,0,0,0,1
1976,0,0,0,0,0,0,1
2883,0,0,0,0,0,0,1
1955,0,0,0,0,0,0,1
349,0,0,0,0,0,0,1
1524,0,0,0,0,0,0,1
204,0,0,0,0,0,0,1
1842,0,0,0,0,0,0,1
497,0,0,0,0,0,0,1
564,0,0,0,0,0,0,1
707,0,0,0,0,0,0,1
1471,0,0,0,0,0,0,1
116,0,0,0,0,0,0,1
521,0,0,0,0,0,0,1
1960,0,0,0,0,0,0,1
114,0,0,0,0,0,0,1
334,0,0,0,0,0,0,1
357,0,0,0,0,0,0,1
2685,0,0,0,0,0,0,1
523,0,0,0,0,0,0,1
2421,0,0,0,0,0,0,1
3004,0,0,0,0,0,0,1
803,0,0,0,0,0,0,1
529,0,0,0,0,0,0,1
3008,0,0,0,0,0,0,1
351,0,0,0,0,0,0,1
2698,0,0,0,0,0,0,1
518,0,0,0,0,0,0,1
2638,0,0,0,0,0,0,1
511,0,0,0,0,0,0,1
1891,0,0,0,0,0,0,1
839,0,0,0,0,0,0,1
574,0,0,0,0,0,0,1
2558,0,0,0,0,0,0,1
2236,0,0,0,0,0,0,1
1988,0,0,0,0,0,0,1
783,0,0,0,0,0,0,1
1904,0,0,0,0,0,0,1
892,0,0,0,0,0,0,1
1565,0,0,0,0,0,0,1
2598,0,0,0,0,0,0,1
1508,0,0,0,0,0,0,1
794,0,0,0,0,0,0,1
2,0,0,0,0,0,0,1
1475,0,0,0,0,0,0,1
2637,0,0,0,0,0,0,1
2552,0,0,0,0,0,0,1
2239,0,0,0,0,0,0,1
1478,0,0,0,0,0,0,1
203,0,0,0,0,0,0,1
3007,0,0,0,0,0,0,1
520,0,0,0,0,0,0,1
2763,0,0,0,0,0,0,1
315,0,0,0,0,0,0,1
1569,0,0,0,0,0,0,1
2767,0,0,0,0,0,0,1
513,0,0,0,0,0,0,1
817,0,0,0,0,0,0,1
205,0,0,0,0,0,0,1
353,0,0,0,0,0,0,1
2595,0,0,0,0,0,0,1
775,0,0,0,0,0,0,1
1564,0,0,0,0,0,0,1
346,0,0,0,0,0,0,1
2429,0,0,0,0,0,0,1
108,0,0,0,0,0,0,1
532,0,0,0,0,0,0,1
3013,0,0,0,0,0,0,1
3021,0,0,0,0,0,0,1
1971,0,0,0,0,0,0,1
888,0,0,0,0,0,0,1
1115,0,0,0,0,0,0,1
902,0,0,0,0,0,0,1
565,0,0,0,0,0,0,1
802,0,0,0,0,0,0,1
2601,0,0,0,0,0,0,1
1577,0,0,0,0,0,0,1
530,0,0,0,0,0,0,1
2639,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
561,0,0,0,0,0,0,1
1942,0,0,0,0,0,0,1
785,0,0,0,0,0,0,1
271,0,0,0,0,0,0,1
1902,0,0,0,0,0,0,1
2295,0,0,0,0,0,0,1
816,0,0,0,0,0,0,1
2550,0,0,0,0,0,0,1
1939,0,0,0,0,0,0,1
2284,0,0,0,0,0,0,1
1512,0,0,0,0,0,0,1
1941,0,0,0,0,0,0,1
1887,0,0,0,0,0,0,1
2413,0,0,0,0,0,0,1
967,0,0,0,0,0,0,1
2695,0,0,0,0,0,0,1
1938,0,0,0,0,0,0,1
206,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1
2691,0,0,0,0,0,0,1
2628,0,0,0,0,0,0,1
1746,0,0,0,0,0,0,1
1954,0,0,0,0,0,0,1
939,0,0,0,0,0,0,1
